,date,name_ja,description,show_id,show,show_ja
75,2016-06-29,Episode 076,32歳で孫できた女性 存在する説 ・ オファーがないだけで人知れず眠ってる歌うまタレント まだまだ存在する説 ・ 都内の公営ギャンブル場で野球帽オジサン プロ野球12球団コンプリートできる説 ・ 「お会計はもう頂いております」のやつ 毎食続いたらめちゃくちゃ怖い説 ・ 巨乳 運動不向き説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
76,2016-07-06,Episode 077,街でバンドT着てる人 そのバンドのイントロクイズに答えられなかったらTシャツ没収されても文句言えない説 ・ 歳を取れば取るほど1日が短く感じる説 ・ 真夜中にデカいサングラスかけてる人スーパースターじゃないと説明つかない説 ・ 日本の建物「4」気にしすぎ説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
77,2016-07-13,Episode 078,SNSのアイコンが2ショットの場合 かわいい方が本人説 ・ 操り人形でも伝言ゲームできる説 ・ 自分の商売道具 完璧に把握していなければプロ失格説 ・ 時速300kmのピッチングマシンならバントでホームランできる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
78,2016-07-20,Episode 079,美女のスマホに入っている「オモシロ画像」しょうもない説 ・ 福神漬けに入ってるあのひょうたんみたいな形のやつ名前分かる人マジで0人説 ・ 逆ドッキリ 逆逆逆くらいまでいくと疑心暗鬼になる説 ・ 本当に一番滑舌が悪いプロレスラー 前田日明説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
79,2016-08-03,Episode 080,「芸能人でいうと誰に似てますか?」一番上と一番下 合成したら本人にそっくり説 ・ 芸能人の名前に入っている食べ物しか食べられなくても1週間はギリ生きられる説 ・ 幼少期を演じた子役 大人になったらやっぱりその俳優に似てる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
80,2016-08-10,Episode 081,オルガを超える打算なしの年上女房など存在しない説 ・ 流行った芸人のネタ もれなくリズムゲームになってる説 ・ 「開けたら人がいる」が結局一番怖い説 ・ どんな競技にも「ミスター」いる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
81,2016-08-24,Episode 082,有名人の素人時代やはり頭一つ抜きん出てる説 ・ マジで死ぬかと思ったエピソード 誰でも1つは持ってる説 ・ 東京駅で八ツ橋買う人 アリバイ工作以外考えられない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
82,2016-08-31,Episode 083,有名人の身内 気をつけないと悪いモノマネ芸人にオレオレ詐欺で騙される説 ・ 地震の専門家が住んでる街が一番安全説 ・ ビンを割って武器にするの なかなか難しい説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
83,2016-09-07,Episode 084,芸人知名度格差コンビランキング2016 ・ 催眠術 最強説 ・ 砂浜に埋められてる人 取材受けざるを得ない説 ・ 胴上げ 自力で降りるの不可能説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
84,2016-09-21,Episode 085,水曜日のダウンタウン モノマネ芸人に頼りすぎ説 ・ ・有名人の身内 気をつけないと悪いモノマネ芸人にオレオレ詐欺で騙される説 (#039 2015.05.20) ・ ・歌うま外国人なら日本人アーティストの歌モノマネも上手い説 ・ ・ものまねショーに本人がそっくりさんとして出ても意外と気付かれない説 ・ ・野球モノマネ芸人 リアルにバッティング上手い説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
85,2016-10-12,Episode 086,ヒトvs家畜 大食いミックスルール対決 ・ 事故物件 霊能者なら部屋に入るだけで何があったか分かる説 ・ ナニワ金融道に出てくる会社の名前 意外と実在する説 ・ じいさんの服 50代後半くらいに買ったので粘ってる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
86,2016-10-26,Episode 087,どんなにバレバレのダメドッキリでも芸人ならつい乗っかっちゃう説 ・ 入ったお店に後輩がいて奢らざるをえないパターン 毎食続いたらめちゃくちゃしんどい説 ・ 23区内で最寄りのコンビニまで徒歩10分以上かかる家 マジでしんどい説 ・ 今 サングラスをケミストリー川畑式でかけてるヤツ マジで0人説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
87,2016-11-02,Episode 088,レンタルビデオ店で入荷以来 一度も借りられてないやつ 逆に興味ある説 ・ 若手タレント ベテラン芸能人になんとなくで挨拶してる説 ・ メリケンサック 最近の若者が見ても用途ピンとこない説 ・ ピアス10個以上開けてるヤツ 全員金髪経験ある説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
88,2016-11-09,Episode 089,ポケットに知らないお金が入ってたらさすがにネコババしちゃう説 ・ 幽霊自転車 競技にしたらそこそこ盛り上がる説 ・ 誇張するタイプの似顔絵師 怖い客には誇張弱くなる説 ・ 達成までの道のりが果てしない無理めなポイントカード結構ある説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
89,2016-11-16,Episode 090,豆 10秒に1粒なら永遠に食える説 ・ パラパラ 速度を落としたら盆踊り説 ・ 雑誌広告の札束風呂 絶対後入れ説 ・ クマ シャケよりハチミツより結局肉が好き説 ・ クロちゃんにCMの仕事が入ったので送迎してみた ・ 賞レースで優勝したらマジで見に覚えの無いヤツからも連絡来る説 ・ パー子 にらめっこ最弱説 ・ パンダ 洗った方がいい説 ・ ジャルジャル福徳○○(ワイナイナ)にソックリ説 ・ 「布袋」この漢字 布袋の曲が流れている状態で「何と読みますか？」と聞いたら さすがに「ぬのぶくろ」とは読まない説 ・ 時計を描く時 3時説 ・ 目隱しで連行されたら結果自宅に戻っていても気付かない説 ・ 口から万国旗を出すマジック 本当に万国だったらしんどい説 ・ レフェリー 押し並べてポロシャツ説 ・ 和井内さん あだ名ワイナイナ説 ・ ラジオ体操 知っていなければ絶対にできない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
90,2016-11-30,Episode 091,「待て」と言われた時 さすがに人なら犬より待てる説 ・ ベン・ジョンソンならどんな食い逃げ犯でも捕まえられる説 ・ にわかカープ女子 山ほどいる説 ・ バットにグローブを突き刺して持ち歩く磯野カツオスタイル 未だに存在する説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
91,2016-12-07,Episode 092,替え歌 最強トーナメント 第2弾 ・ キライな食べ物も3日断食した後なら食える説 ・ 矢沢ファンの家でお茶こぼしてもYAZAWAタオルでは拭かない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
92,2016-12-21,Episode 093  season finale,最年少vs最年長 トントン説 ・ 偉人の子孫 教科書で自分の先祖には落書きしない説 ・ 現実との時間経過の乖離が最も激しい漫画「アカギ」説 ・ 船酔いする漁師などいない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
93,2017-01-25,Episode 094,お寿司の達人 第3弾 ・ 社長がバンザイやめない限り部下は絶対にやめられない説 ・ くすぐりも10分過ぎたらもう平気説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
94,2017-02-01,Episode 095,びんぼっちゃまスタイルの服 立ち回り次第でバレずに一日過ごせる説 ・ 説教食らった後にカラオケで大塚愛の「さくらんぼ」歌われても さすがに「もう1回」の合いの手 入れづらい説 ・ 「ナッティ・プロフェッサー」のエディ・マーフィ以上に1人で何役もやってるヤツなどいない説 ・ ミスター押忍でも催眠術かけられたら「押忍」言えなくなる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
95,2017-02-08,Episode 096,足に鉄球つけられたことある日本人 まだギリいる説 ・ デブ 意外と少食説 ・ おバカタレント やりにいってる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
96,2017-02-15,Episode 097,2016年 一番ドッキリにかけられたの俺説 ・ アメとムチならムチの方が力出る説 ・ 海外で長期刑食らってたら その間の日本のことなんにも知らない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
97,2017-02-22,Episode 098,サンタじゃなくてオバケでもプレゼントさえ持ってくれば子供は喜ぶ説 ・ 後ろから「だーれだ」のやつ 知らない人にやられてもとりあえず誰か答える説 ・ 「よーいドンと言ったらスタートしてください」のやつ 不可避説 ・ 若手芸人「50音の何を言われても○○で返すネタ」についつい手を出す説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
98,2017-03-01,Episode 099,番組公式LINEスタンプの元ネタを一挙公開 ・ ・本当にファンに優しいのは浜田じゃなくて松本説 ・ ・天龍源一郎以上のハスキーいない説 (#032 2015.03.04) ・ ・テキ屋 インチキ説 ・ ・下層YouTuber 地獄説 ・ ・マンガのあるある 成功率0％説 ・ ・宇多田ヒカル/First Loveの「誰を思ってるんだろう」の部分 カラオケで全員「誰を思ってるんだはー」と歌う説 ・ ・アスリートが仕掛け人のドッキリ 大根すぎて逆に面白いんじゃないか説 (#036 2015.04.22) ・ ・鎖鎌 最弱説 ・ ・「開けたら人がいる」が結局一番怖い説 ・ ・帰巣本能 ハトよりヒトの方が優れてる説 ・ ・花見のゴミを集めて桜前線と共に北上すれば そのゴミで作った船で津軽海峡渡れる説 ・ ・空手家 日常会話でも「押忍」ついつい出ちゃう説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
99,2017-03-22,Episode 100,どんなにバレバレのダメドッキリでも芸人ならつい乗っかっちゃう説 第2弾 ・ 無人販売所の農家 相当なお人好し説 ・ 「後部座席に人がいる」が結局一番怖い説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
100,2017-04-12,Episode 101,びんぼっちゃまスタイルの服 立ち回り次第でバレずに一日過ごせる説 ・ 頭脳と肉体を兼ね備えたコンビこそ最強説 ・ 赤と青 どっちかの線を切ったら止まるタイプの時限爆弾など実在しない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
101,2017-04-19,Episode 102,アンジャッシュ 食への興味の対比エグイ説 ・ ホームセンター×SASUKE ・ 昔ながらの商店街 とんでもなく年季の入った売れ残り商品ある説 ・ 毒霧 あらゆる競技で有効説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
102,2017-04-26,Episode 103,カラオケ×ダンスダンスレボリューション ・ 音声さんの巴投げ 不可避説 ・ 街頭インタビューで「○○さんのファンです」と言ったら ご本人がロケ車から登場するやつ モノマネ芸人でもなんとかなる説 ・ 最新プリクラでメガ盛りすれば能面でも可愛くなる説 ・ 外野の最深部からでも300キロのピッチングマシンならタッチアップ刺せる説 ・ 落とし穴バトルロワイアル ・ テレビに出てる人の声 実はモノマネ芸人がアテレコしていても誰も気づかない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
103,2017-05-03,Episode 104,早弁先生 ・ 芸人が今までで一番スベった瞬間 逆に面白い説 ・ 吉幾三の「俺ら東京さ行ぐだ」と同じ状況の村 現存する説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
104,2017-05-10,Episode 105,名字と下の名前の知名度格差が一番激しい芸人 ザキヤマ説 ・ どんなにありえない顔ハメ看板でも穴が開いていたら人はハメてしまう説 ・ 激戦区 どんなジャンルにもある説 ・ 日本と西洋の甲冑 性能トントン説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
105,2017-05-17,Episode 106,「お疲れ様でした」「お」と「した」さえ合っていれば間は何でもいける説 ・ 知恵の輪 知恵より結局腕力説 ・ サンシャイン池崎なら寝起きでもフルテンションで自己紹介できる説 ・ 坊主のメガネ フチなし説 ・ 浮気現場写真 ホテルから全力疾走で出ればブレて正体バレない説 ・ SADSの「忘却の空」大友康平が歌ったら もう何がなんだかわからない説 ・ イクラ 10秒に1粒なら永遠に食える説 ・ iPhoneの着信音 隣の部屋で生演奏されたらついつい自分の携帯見ちゃう説 ・ ハリセンボン春菜 じゃねーヤツの顔全員合成したらちゃんと春菜になる説 ・ 矢口真里 説教食らった後にカラオケで「恋のダンスサイト」歌われてもさすがに「セクシービーム」入れづらい説 ・ クロちゃん 目隠し連行慣れすぎて一般人にやられてもついて行っちゃう説 ・ ワークマンと新日本ハウスの曲 いずれかを歌ったが最後 もう一方は2度と思い出せない説 ・ 卓球選手 ビンタ上手い説 ・ 往復ビンタ 復路痛くない説 ・ 芝犬の名前 洋風にするヤツマジで0人説 ・ 10回クイズ 氷室と10回言ったあと「布製」と言う文字を見たら思わず布袋と読んじゃう説 ・ 松野明美 ひったくり犯が逃げ込んだ先が陸上競技場だったらショートカットせず律儀にトラック回って追いかける説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
106,2017-05-24,Episode 107,「起きたら人がいる」が結局一番怖い説 ・ 自分の中に潜む天使の声と悪魔の声 信じる子供はいるしそういう子供は天使の言うことを聞く説 ・ 採血ナースの飛びつき腕ひしぎ十字固め 不可避説 ・ 採寸衣装さんのジャーマンスープレックス 不可避説 ・ 物を拾ったところへのパワーボム 不可避説 ・ カメラマンのムーンサルトプレス 不可避説 ・ 100人以上のLINEグループに入ってる人 携帯鳴りっぱなし説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
107,2017-05-31,Episode 108,自分の飼い犬 他人が散歩してても意外と気付かない説 ・ 知り合いで一番変わってる人を紹介してもらっていくと最終的にゴミ屋敷にたどり着く説 ・ 罰×リズムゲーム ・ 罰×ドミノ倒し,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
108,2017-06-07,Episode 109,先生のモノマネ プロがやったら死ぬほどウケる説 ・ ツッコミ 強ければ強いほど面白い説 ・ 店内BGM 有名曲が違う歌詞になっていても気付かない説 ・ 検尿のおしっこ持ってる時 人は無力説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
109,2017-06-14,Episode 110,街頭インタビュー 芸能人と気付かれなかったら断らないまでもさすがに匂わす説 ・ No.1じゃない方芸人 もうそろそろ俺じゃない説 ・ 適用されたことのない罪名 山ほどある説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
110,2017-06-21,Episode 111,お寿司の達人 第4弾 ・ パパ芸人 自分の子供が爆笑する鉄板ネタ持ってる説 ・ インポッシブル蛭川以上に額が狭い人などこの世にいない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
111,2017-06-28,Episode 112,売れてなくても芸人の彼女はカワイイ説 ・ 知られざる「日本一○○」山ほどある説 ・ サムギョプサル食ってる時に説教食らったら以降はサンチュ巻けない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
112,2017-07-05,Episode 113,芸人なら自分のネタと同じ状況が現実に起きたら完璧にツッコめる説 ・ スナックのママ ドラマみたいな恋してる説 ・ 飲食店の看板に一番多く描かれている生き物 うなぎ説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
113,2017-07-19,Episode 114,早弁先生 第2弾 ・ ローションとトリモチ 混ぜたら打ち消し合って効果なくなる説 ・ 大人が本気出せば影だけ踏んで帰れる説 ・ 「全部のせ」ラーメン以外はのりきらない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
114,2017-07-26,Episode 115,曲のサビでちょうど涙は難しい説 ・ 女子中高生の人気No.1芸人 さすがにもうNON STYLEではない説 ・ 4畳半なのにTV65インチの人いる説 ・ 親切でおぶってあげたババアからのチョークスリーパー不可避説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
115,2017-08-02,Episode 116,ダンボールの中に隠れながら尾行するやつ マジでやったらバレない説 ・ ホームランバーのバーでホームラン打てる説 ・ 巣鴨のご老人が持ってる薬を集めれば頭文字50音揃う説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
116,2017-08-09,Episode 117,もろパクリ企画でもMC仕事ならついつい受けちゃう説 ・ 自分と同じTシャツ着てる人 本気で1日探せば見つかる説 ・ 高橋尚子のあだ名「Qちゃん」の由来 謎説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
117,2017-08-23,Episode 118,クロちゃん 嘘ツイート監視企画 ・ 俺の実家 ボロさでは最強説 ・ 原価率が最も低い食べ物 かき氷説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
118,2017-08-30,Episode 119,ピンポンダッシュで逃走中 ・ 芸人界一ダサいコンビ名 ロンドンブーツ1号2号説 ・ 小林幸子が小林辛子になっていても気付かない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
119,2017-09-06,Episode 120,替え歌 最強トーナメント 第3弾 ・ 自分の私物を他人が身に付けてても意外と気付かない説 ・ ミスター押忍 寝言でも「押忍」言っちゃう説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
120,2017-09-13,Episode 121,激安店でのフードファイターvs高級店での一般人 ・ 人間の骨で折れていない骨など存在しない説 ・ カブトムシが大好きな子供でも予期せぬところにカブトムシがいたら喜ばない説 ・ サイン頼んだ相手がそっくりさんだったら気まずくなっちゃう説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
121,2017-09-27,Episode 122,水曜日のダウンタウン VTR出演数ランキング ・ ・花見のゴミを集めて桜前線と共に北上すれば そのゴミで作った船で津軽海峡渡れる説 ・ ・替え歌 いまだに嘉門達夫が最強説 ・ ・アフリカ人なら どの国のアフリカ人だか分かる説 ・ ・「待て」と言われた時 さすがに人なら犬より待てる説 ・ ・クロちゃん 嘘ツイート監視企画 (未公開映像) ・ ・双子の対決 なんだかんだで引き分け説 ・ ・どんなにバレバレのダメドッキリでも芸人ならつい乗っかっちゃう説 ・ ・アメとムチならムチの方が力出る説 ・ ・下積み時代の芸人 行き着く先は謎のバイト説 ・ これまで出演した21の説を全て思い出せなければバンジー,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
122,2017-10-11,Episode 123,リアルスラムドッグミリオネア ・ 芸能界一寝たら起きないのジミー大西説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
123,2017-10-18,Episode 124,世界で通用するネタNo.1 今ならRGのトランプ説 ・ ゴルフのルール 知らない人だったらどんなルールを課せられても信じる説 ・ 店名「◯◯ちゃん」ランキング→まっちゃんvsはまちゃんvsてっちゃん 店主対抗大縄跳び対決,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
124,2017-11-01,Episode 125,日本で一番有名な人 イチロー説 ・ ドラマのバスを追いかけるシーン ワイナイナなら終点まで追いかけられる説 ・ 適当に描いた似顔絵でも探しまくればそっくりな人見つかる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
125,2017-11-08,Episode 126,ブドウ 10秒に1粒なら永遠に食える説 ・ アキラ100％ 最先端のハイスピードカメラなら お盆の向こう側見える説 ・ 日村から梨花に画像を変化させてる途中 いいとこで止めると佐藤栞里説 ・ ヤシの木が1本だけ生えてるあの感じの無人島 実在しない説 ・ ギリ バッターボックス立てる年齢の子供で構成された野球チーム ストライクゾーン広すぎてフォアボール連発で勝てるんじゃないか説 ・ タコとイカ 好きな人ちょうど半々説 ・ スカイダイビング びしょ濡れの服でやっても着地した時には乾いてる説 ・ レギュラー西川くん 気絶中にバースデーサプライズ出来る説 ・ 布袋のギター 小さいビルや車を配置したら良い感じの街になる説 ・ ジャガイモ カット次第でほぼリンゴ説 ・ 「ジジイが実は特殊メイクをしたアスリートだった…」のあのドッキリ それっぽい状況が起きたら本当にただのジジイでも色めき立っちゃう説 ・ カルタ名人もビンタ上手い説 ・ デカくて高いモノ グラム単位で見れば安い説 ・ 坊主のお経 途中からハンマーカンマーになっていても気付かない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
126,2017-11-15,Episode 127,オシャレしながら逃走中 ・ 一人称「おいら」もう紙面上のたけしさんしか使ってない説 ・ たむらけんじ 水曜日のダウンタウンの裏番組でもMC仕事ならついつい受けちゃう説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
127,2017-11-22,Episode 128,名前が数字の人 一から百まで存在する説 ・ 2倍対1／2 トントン説 ・ やり込んだネタならボケとツッコミ別撮りでも成立する説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
128,2017-12-06,Unknown,芸人が今までで一番スベった瞬間 逆に面白い説 第2弾 ・ 電話中だったら何を渡されても受け取っちゃう説 ・ 忍法 現代でも意外と通用する説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
129,2017-12-13,Episode 130,"お宅訪問ロケ 2度目の家でもついつい初見のリアクションしちゃう説 ・ 開けたら""推し""がいるドッキリ 怖さより喜びがギリ勝る説 ・ 歯無し 歌下手説",suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
130,2017-12-20,Episode 131,暑いと寒い 結局寒いの方がツライ説 ・ 相撲 合計体重が一緒なら人数多い方が有利説 ・ にゃんこスターのネタ 縄跳びが上手ければ上手い程 面白い説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
131,2017-12-27,Episode 132  season finale,サンドウィッチマンのあのハンバーガー屋のネタ もはや誰がやっても面白い説 ・ 松野明美vsターミネーター ・ クロちゃんツイッター企画第2弾 フューチャークロちゃん,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
132,2018-01-17,Unknown,「あの人は今」で全く別人が出てきても指摘できない説 ・ 芸能人でもないのに自分のサインある人 キビしい説 ・ 半島に住んでる人に日本地図描かせたら自分とこの半島やや強調する説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
133,2018-01-24,Unknown,芸能人の地元探れば元カレ元カノぐらい簡単に見つかる説 ・ ミスター押忍の「押忍！空手道」 ・ 忘年会・新年会シーズンといえども さすがに5次会が限界説 ・ 適当に描いた似顔絵でも探しまくればそっくりな人見つかる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
134,2018-01-31,Unknown,どんなヤツにも熱狂的ファンいる説 ・ ハゲ芸人がプロデュースすれば素人のハゲネタでも盛り上がる説 ・ 還暦超えてもガチで怒られたことある人 結構いる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
135,2018-02-07,Unknown,"2017年 一番ドッキリにかけられたの俺説 ・ ミックスルール対決 ""人脈×サッカー"" ・ 高田純次が「高田純次です」と挨拶してるシーン TBSのアーカイブ全部調べても出てこない説",suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
136,2018-02-21,Unknown,お互い負けるよう指示された八百長対決 逆に目が離せない接戦になる説 ・ 大食いミックスルール 小麦粉大量消費対決 ・ アジャのペイント 本人以外誰一人正確に描けない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
137,2018-02-28,Unknown,「ベッドの中に人がいる」が結局一番怖い説 ・ トリオ芸人 1人抜けてポンコツと2人きりになったらそいつとはコンビ続けない説 ・ 身長150センチ以下で体重100キロ超えの豆タンク 探せばそこそこいる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
138,2018-03-07,Unknown,極寒の雪山でも1万円あれば寒さしのげる説 ・ ツッコミ芸人なら「お前が歌うんかい！」と一発でツッコめる説 ・ 公園にある動物の遊具 一番多いのゾウ説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
139,2018-03-14,Unknown,平均台の上でも人はなんとか生活できる説 ・ 島から一歩も出たことない人 結構いる説 ・ 食べられるのに誰も食べていない添え物No.1 菊説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
140,2018-03-21,Unknown,ダブル八百長対決 第2弾 ・ SASUKEの池の水ぜんぶ抜く ・ 独り言 派手にいけばハンズフリー通話と勘違いしてもらえる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
141,2018-03-28,Unknown,水曜日のダウンタウン 説の入り口と出口全然違うヤツ結構ある説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
142,2018-04-11,Unknown,接待釣りは現実でも可能なのか？ ・ マルチスポーツ対決3番勝負①スケート×剣道 ・ マルチスポーツ対決3番勝負②野球×テニス ・ マルチスポーツ対決3番勝負③サイクル×野球 ・ 本当にラップを30cm巻けば裸は見えなくなるのか？ ・ 両さんみたいにくすぐられたら誰でも給料の額をゲロっちゃうのか？ ・ ゴミ屋敷の住人を催眠術でキレイ好きにさせることは出来るのか？ ・ 駄菓子がっちり食べまショー ・ 街中でゴルフをやったら面白くなるのか？ ・ 「いつ・どこで・何をするゲーム」を実際にやったら面白くなるのか？,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
143,2018-04-18,Unknown,芸人が今までで一番面白かった瞬間は誰が見ても面白い説 ・ 結構な岩兵衛 存在する説 ・ 大人が本気出せば雪だけ踏んで本州最北端から東京まで戻ってこれる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
144,2018-04-25,Unknown,「ありがとうございました」「あ」と「た」さえ合っていれば間は何でもいける説 ・ 合計170kg相撲 第2弾 ※実際は「178kg相撲」 ・ どんなマイナースポーツも1度は漫画化されてる説 ・ 「那覇」漢字で書けない那覇市民 存在する説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
145,2018-05-02,Unknown,ライザップに言われたらどんなトリッキーなトレーニング方法でも従っちゃう説 ・ 「箱の中身は何だろな？」得意な芸人No.1 濱田祐太郎説 ・ 曲のサビでちょうど涙は難しい説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
146,2018-05-16,Unknown,王道モノマネを最初にやった人 意外な人物説 ・ フルマラソン直後はさすがに何の予定も入れない説 ・ 大食い×カーリング,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
147,2018-05-23,Unknown,ノック中渡されたのが自分の大切なものでも つい勢いで打っちゃう説 ・ 「すしざんまい」のロゴ 知らなきゃ絶対読めない説 ・ 碁石 メントスと入れ替えても気付かない説 ・ うがい中のラリアット 不可避説 ・ おばあちゃん アヒル口できない説 ・ トウモロコシ 10秒1粒なら永遠に食える説 ・ 尾行してる人 尾行されてても気付かない説 ・ 似顔絵屋 毎日同じ人がやって来たらドンドン上手になる説 ・ 笑顔の福沢諭吉を描いて折り目をつけたら逆に元の顔に戻る説 ・ 一番重たい食べ物 月餅説 ・ お菓子の裏に書いてある原材料を適当に混ぜたら それっぽいものできるんじゃないか説 ・ 三遊亭小遊三 逆さまに書いてあっても気付かない説 ・ 10から1へのカウントダウン 7を「しち」と言う人マジで0人説 ・ 雷様の太鼓 叩くには位置が厳しい説 ・ レジ袋 遠目から見たらタンクトップ説 ・ 世界の祝日集めたら1年365日祝日になる説 ・ アリに布袋の曲聞かせ続けて飼育したら巣穴が布袋のギター柄になる説 ・ ビートたけしのあの走り方 本気でやったらいい感じの競技になる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
148,2018-05-30,Unknown,勝俣州和と最もキャラ被りしているタレント クロちゃん説 ・ 数珠つなぎ企画で1番過酷なの ジョジョの鉄塔システム説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
