date,description_ja,dupe_number,day_order
2013-08-11,今週のガキの使いは、マツコ・デラックスが完全プロデュースしたかるた争奪戦で、かるたを取った枚数とは別に、減点が７点だった松本がお仕置きに決定！松本自身、全く納得いかないまま、マツコと２人きりで東京スカイツリーに向かう。松本の肉体に魅せられたマツコはドライブ中、何を話し、何を仕掛けてくるのか？車に乗り込んですぐ、やさしい松本のとりこになるマツコ。マツコと松本、２人きりのドライブは、一体、どうなる！？,1,2013-08-11-1
2013-08-18,今週のガキの使いは、芸能界きっての生き物好きの田中に引き連れられ猛暑の中、虫探しに出かける。探すのはなんと東京のど真ん中！大都会にこんな生き物がいるんだと子供たちに伝えたいと意気込む田中に対しテンション低めのその他メンバー。しかし予想に反して次々と見つかる虫に一同大興奮！田中お得意のうんちくもバンバン飛び出し予想外の盛り上がりを見せる。さらには予期せぬハプニングも巻き起こる中、超レアな物を発見！？,1,2013-08-18-1
2013-08-25,今週のガキの使いは大好評裁判シリーズから『西川きよししんどいわ裁判』が開廷！その真面目すぎる性格からくる過度なサービス精神、度を超えた礼儀正しさのせいでしんどい思いをしている芸人、タレントが多数いるという。ガキメンバーからも松本が若手時代に経験した仰天生真面目しんどい事件できよし師匠を糾弾する！そして証拠VTR後の弁解のときにまでしんどい言動を繰り返すきよしに一同タジタジ!?荒れに荒れる法廷は爆笑必至。,1,2013-08-25-1
2013-09-01,今週のガキの使いは、まだまだ仰天の新証言が飛び出し続ける「西川きよししんどいわ裁判！」その過度なサービス精神や真面目過ぎる性格はあの人気番組「秘密のケンミンSHOW」でも猛威を振るっており、そのときの驚きの行動を共演者の勝俣州和が証言台に立って暴露する！さらにきよしの地元大阪で被害を受けた芸人たちが被害者の会を結成して一斉に登場！千鳥、中川家、そして大ベテランの坂田利夫までもがしんどいっぷりを糾弾する！,1,2013-09-01-1
2013-09-08,今週のガキの使いは西川きよし裁判がいよいよクライマックスを迎える！今田耕司、東野幸治が大阪で司会を務める番組できよしが起こした真面目過ぎるありえない仰天行動を激白！実際の証拠VTRも存在し、もはや言い逃れのできないきよしはどう出る？さらに、きよしのことを最もよく知る家族から続々とプライベートでの真面目過ぎるエピソードが語られスタジオ大爆笑！ラストはきよしに判決が言い渡され恐怖のおしおきが執行される！,1,2013-09-08-1
2013-09-15,今週のガキの使いは日頃からなにかと番組や、スタッフに対して文句の多いメンバーがネガティブな言葉を一切封印したロケに出る。道中には思わず文句や弱音などのネガティブなことを言ってしまいそうなトラップや嫌がらせが仕掛けられている。さらに８月の３５度を記録した猛暑日にダウンジャケットを羽織っての超過酷な条件下でのロケ！もちろん暑いなどのネガティブな発言は一切禁止！果たして文句を言わずにロケを乗りきれるのか！？,1,2013-09-15-1
2013-09-22,今週のガキの使いは、月亭方正が街なかでラップバトルをやると言い出した。某商店街で次々と自分をディスってくる相手に落語で鍛えた日本語を駆使してすべて完璧なラップで返してやると自信満々で意気込む。もう１つ緊急企画として、松本が普段から飲み続けているスタバのコーヒーは絶対に当てられると楽屋で言ったことから、ききスタバに松本１人で挑戦！１０種類のコーヒーからスタバをピンポイントで当てるというが果たして！？,1,2013-09-22-1
2013-09-29,今週のガキの使いは、ガキメンバーが大量に並べられたファミコンソフトの中から若かりし頃にハマったものを選び、みんなで点数を競い合う『チキチキ！懐かしのレトロゲームファミコンを遊び尽くせ！』の第２弾。前回はゲーム経験の豊富な松本が、ゲーム経験の少ない浜田や遠藤のするしょうもないミスの連発にいらだちを見せていたが、今回は誰も予想しえなかった展開が巻き起こる！さらにラストでは謎の超難解ソフトに一同大苦戦！,1,2013-09-29-1
2013-10-06,今週のガキの使いは、メンバーそろっての着ぐるみトーク！夏休みを含めて、顔を合わせるのは３週間ぶりということで休みの間にあったことを報告しあう。遠藤は行きつけのカフェの頭のはげた店主とのやりとりを、浜田はニューヨークで超大物と面会、松本は映画祭のためにカナダに行く時に乗ったファーストクラスの話など盛りだくさん！さらに、映画のPRで地方局の番組に出演したときの(秘)映像をメンバーの前で流され思わず赤面！？,1,2013-10-06-1
2013-10-13,今週のガキの使いは、巨大リーゼントでお馴染みのブランド王ロイヤル社長、「森田勉の１００のこと」                     ロイヤルのリーゼントのセットにかかる時間は？ロイヤルが外国人にからまれたときのセリフは？などロイヤルにさまざまな質問を投げかけメンバーが答えを予想するのだが、その回答はどれも想像をはるかに超えてくるものばかりで一同大苦戦！そして優勝者にはロイヤルからこれまた想像を超えるご褒美が贈られるのだが意外な展開に！？,1,2013-10-13-1
2013-10-20,今週のガキの使いは、スペシャルマッチ王グランプリ！これまでにも怒り王、お腹痛い王など、芸人が何も知らないターゲットに、どっきりで突然ありえない状況になりどこまで気付かれずにいけるか挑戦してきた人気シリーズ企画。今回はテーマを１つに絞らず、５人の芸人が早口王、くり返し王、クローズアイ王、エロトーク王、鼻くそほじって王の５つを抽選で選び挑戦するというスペシャルバージョン！五者五様の展開に大爆笑必至です！,1,2013-10-20-1
2013-10-27,今週のガキの使いは、先週に引き続き、スペシャルマッチ王グランプリ！先週のＯＡに入りきらなかった３組がエロトーク王、鼻糞ほじって王、早口王に挑戦する！エロトーク王ではエロの伝道師による絶妙なレベルのエロ話！鼻糞ほじって王では前代未聞のほじりっぷり！そして早口王では怖いあの芸人をターゲットにスリリングな命がけの早口と、各組とも先週以上に見せ場は盛り沢山！スペシャルマッチ王の栄冠に輝くのは一体誰なのか！？,1,2013-10-27-1
2013-11-03,今週のガキの使いは、ホリケンことネプチューン堀内健の七変化！今回でめでたく４０人目となる人気シリーズ企画。芸人が最も緊張すると言われているこの企画だが、今回は挑戦者が挑戦者なだけにまわりも「こっちに被害が及んできそう」「何されるかわからん」と不安を募らせる。本人は緊張しつつ「てっぺんを目指します！」と意気込むのだが果たして結果はどうなる！？七変化中にスペシャルゲストのあの人も登場して現場は大混乱！,1,2013-11-03-1
2013-11-10,今週のガキの使いは、超久々に板尾がやってきた！今回は老いによって衰える眼力を鍛えるメソッドを自ら考案して持ってきたとのことで、その方法とは２枚の壁のすき間を通り抜けた人間のコスプレが何か当てるという単純なもの。さっそく皆で実践してみるが、出産したばかりの板尾の嫁に変わって浜田がコスプレ役をやるはめに。さらにはガースー、シークレットなあの人などが次々とすごいコスプレを披露するが、その度に一同大爆笑！,1,2013-11-10-1
2013-11-17,今週のガキの使いは、「第３回ドライブは豆知識でゴーゴー！」                     ５人でドライブしながら景色で目にしたものをテーマに豆知識を発表し合い全員で５０個出るまで終われないという過酷な企画。景色で目にしたり、話の流れから出るテーマでなくてはならず、しかも間違った情報や不確かなものはカウントされないため、５人は豆知識をひねり出すのに大苦戦する。毎回田中の動物知識でカウントを稼いでいくのだが、今回意外なあの男が活躍！,1,2013-11-17-1
2013-11-24,今週のガキの使いは、気ぐるみトークでメンバーがいよいよ本番直前に迫った笑ってはいけないロケへの意気込みや不安を語り合う！そしてもう一つ特別企画でメンバーが家にある「これはいらんなー」というものや「なんでこれを買ってしまったんだろう…」というものを持ち寄り、その時の心境や買ってしまった経緯などを発表しあい、さらにそれを視聴者にプレゼントします！応募方法はホームページで確認して下さい。,1,2013-11-24-1
2013-12-01,今週のガキの使いは、人気企画ききシリーズから第３４弾食べるラー油！ブームを巻き起こした桃屋のものを始めとして、全国各地から食べるラー油が勢揃い！今回は、にんにくチップなどの具は食べずに、ラー油部分のみで挑戦というルールで４０オーバーのメンバーは、油を連続で飲む辛さに大苦戦！叫ぶ浜田、演じる田中、極端な作戦に出る方正、尺を稼ぐ遠藤、ツーフィンガーで味わう松本とそれぞれが個性的な作戦？で挑み奇跡が起きる！？,1,2013-12-01-1
2013-12-15,今週のガキの使いは、いよいよ目前に迫りました大晦日ＳＰ「笑ってはいけない地球防衛軍」の一部を先日行われたメンバーの記者会見の模様と共にどこよりも早くお披露目！５人の涙の訳とは！？浜田の顔いじりでは過去最高の爆笑が！そして今年も超豪華なゲストが他では絶対に見せない姿で登場！あのビッグなタレントが連続変身！？美男俳優が鬼ごっこで超過酷なお仕置きなど、これを見れば絶対に大晦日の放送が待ち遠しくなるはず！,1,2013-12-15-1
2013-12-22,今週のガキの使いは、２０１３年のおもしろＶＴＲをベスト１０形式で振り返る！総合司会は１６年連続で元ダウンタウンマネージャーの藤原寛が務める。恒例のオープニングアクトではあのドラマの主人公になりきり生歌を披露！そしてＶＴＲはもう一度見たい爆笑の名企画を笑いどころを抽出してお届けします！各メンバーの活躍はもちろんヘイポー、中村Pなどガキの準レギュラーが奮闘し爆笑をかっさらったあの名企画も振り返ります！,1,2013-12-22-1
2013-12-29,ガキの使い笑ってはいけない大晦日大解剖！いよいよ直前に迫った大晦日放送の「笑ってはいけない地球防衛軍」の前に過去に放送された笑ってはいけないシリーズからおもしろシーンや今となっては超プレミアな豪華笑いの刺客たちの爆笑キャラを厳選して大公開！もちろん大晦日に放送する笑ってはいけない地球防衛軍の本編の情報もお届け！笑ってはいけないを知ってる方も知らない方も、これを見れば大晦日の放送が１０倍楽しくなる！,1,2013-12-29-1
2013-12-31,ガキの使い大晦日ＳＰ！「絶対に笑ってはいけない地球防衛軍」                    今年はメンバーが地球防衛軍の隊員となって不眠不休の笑い地獄に挑戦させられる。あのビッグタレントが爆笑姿で大暴れ！大物俳優が長官の役でびっくり挨拶、人気モデルの全力芸など超大物ゲストがここでしか見られない扮装と仕掛けでメンバーとお茶の間を爆笑の渦へ誘いこむ！さらに毎年恒例方正への蝶野ビンタは炸裂するか！？６時間ぶっ通しでの年またぎ笑いの総決算！,1,2013-12-31-1
2014-01-03,笑ってはいけない地球防衛軍未公開シーン一挙公開ＳＰ！大晦日放送の６時間では到底収まりきらなかった、おもしろいのに泣く泣くカットしたシーンを一挙大公開！大物俳優の爆笑ゆる過ぎるキャラ、浜田そっくり生物の爆笑動き、ベテラン芸人＆色気むんむん女優による仰天合気道講座、天才コント芸人２人の爆笑酔っぱらい＆警官など未公開と呼ぶにはもったいなすぎる爆笑シーンを２時間半に渡ってお届け！新年３日から笑い過ぎ注意！,1,2014-01-03-1
2014-01-05,今週のガキは、笑ってはいけない地球防衛軍完結編！幻の名シーンのサークル勧誘と新人雑誌記者取材をお届け！サークル勧誘ではものまねサークルが大ブレイクした◯◯ものまねをメンバーに飛び火させ、女芸人による女子プロサークルでは超過激なエキシビジョンマッチ、アイドルサークルではベテラン２人がアイドル曲を完コピなど破茶目茶極まる！雑誌取材ではあの天然タレントの質問攻めにメンバー大困惑などまだまだ見どころ満載！,1,2014-01-05-1
2014-01-12,今週のガキの使いは、ヘイポー星人生体実験映像！実は笑ってはいけないロケで流す予定だったＶＴＲが想像以上の撮れ高であったため、急遽レギュラーで放送しようということになったこの企画。内容はヘイポー星人を部屋の中に監禁し、部屋を真っ暗闇状態にしてその動向をただ観察するだけ。しかしこの単純な企画にして奇跡のリアクションを連発！松本に「ロケで流されてたら笑いすぎて危なかった」と言わしめたこのＶＴＲ、必見です！,1,2014-01-12-1
2014-01-19,今週のガキの使いは、「どうせお前こんなん好きなんやろ選手権」                     番組で出会って２４年にもなるメンバー同士、お互いの趣味嗜好は当然理解しているはずということで、どうせおまえこんなの好きなんだろ？という物を買ってきて、もらった側がどれを一番気に入るか決める企画。松本にはジャケット、浜田にはTシャツと物を限定して他の４人が同じ種類の物を買ってきてセンスを競う。俺をなめるな！という失敗チョイスに大盛り上がり！,1,2014-01-19-1
2014-01-26,今週のガキの使いは、大新年会山－１グランプリ！毎年、番組の新年会内で行われている月亭方正に最もハマる芸人を決める大会。改名前の山崎邦正の時から行われていて、過去にはエド・はるみ、キンタロー。、スギちゃんなどその年のブレイク芸人を輩出し続けている大変縁起のいい大会。今回は４３１名もの芸人をオーディションしその難関を勝ち上がった９組が渾身のネタを披露する！方正にハマり、今年のブレイクを勝ち取る芸人は誰！？,1,2014-01-26-1
2014-02-02,今週のガキの使いは、着ぐるみトークでメンバーが年末年始の様子を語り合う！田中が浜田家を訪れたときの浜田の不思議な姿、方正の一同唖然のサイパン土産、松本の空港での納得の行かない話など、各々の爆笑エピソード連発！そしてさらにもうひとつ特別企画で「この料理を作らせたら俺が一番だ」という自慢の一品をスタジオで披露する！インスタント食品などを各自のこだわりの調理法で作りワンランクアップさせ互いに批評しあう！,1,2014-02-02-1
2014-02-09,今週のガキの使いは、恒例の「ハイテンション ザ・ベストテン」が１年半ぶりに帰ってきた！今をときめく人気芸人が大集合し、ベテランから話題の若手芸人までが裏では、えづくほどの緊張っぷりで、この大舞台に挑む！今回、若手枠からは去年のＴＨＥ ＭＡＮＺＡＩで異彩を放った流れ星ちゅうえいと、若者を中心に大ブレイク中のパンサー尾形等が参戦！初参戦の緊張からか、あまりにもテンションの上がったパンサー尾形が大事件を引き起こす！,1,2014-02-09-1
2014-02-16,今週のガキの使いは、いよいよ上位陣登場！ハイテンションザ・ベストテン！栄光の１位は誰の手に？原西のキレキレラジオ体操芸、クロちゃんの演目前の願掛けで松本困惑！？若手枠からはキングオブコント準優勝の鬼ヶ島野田が恐怖人形芸を披露！庄司智春の貫禄の裸芸に遠藤のぎっくり腰をおしての強行出場、野爆川島の奇天烈プレゼント、方正のあの名物キャラ登場からの大ピンチなど事件連発！芸人達の己の限界を超えた戦い完結編！,1,2014-02-16-1
2014-02-23,今週のガキの使いは夏に開催した過酷な条件下で、ネガティブ発言一切禁止の、ネガティブ禁止ツアー真冬編！ロケ日は寒さの記憶も新しい２月上旬で前日には降雪とある意味もっているメンバー達。そんな彼らが短パン、アロハシャツ姿で都内のスポットを巡り、用意された寒さを中心とした様々なネガティブ発言が出そうなトラップに耐えてポジティブにロケをこなしていく。しかしあまりの寒さに仲間割れ、告げ口など収集のつかない展開に！？,1,2014-02-23-1
2014-03-02,今週のガキの使いは、全乗っかり！即興ウソつき旅館。５人集まってのトーク企画でルールは、一人が大中小の文字とメンバーの名前が書かれたカードを引き、名前が出た人はカードに書かれた大中小の度合いのウソを誰かに振る。ウソを振られた人は、それがどんな内容であっても乗っかってウソ話を進めなければならない。「FBIに狙われてるらしいな」といった、とんでもない大ウソ振りにも各々が想像力をフルに働かせウソ話を繰り広げる！,1,2014-03-02-1
2014-03-09,今週のガキの使いは、先週の勢いそのままに全乗っかり！即興ウソつき旅館。カードを引いて名前が出た人は別の誰かに「お前～らしいな」で様々なウソの話題を振り、それがどんな内容であろうと乗っかって嘘をつかねばならないトーク企画。ゴリラに育てられた話や、ベストジーニスト賞を自分が決めている話など、ギョッとするお題に想像力豊かなウソ話が次々と飛び出しスタジオは大爆笑！ベテラン芸人たちの珠玉のトークここにあり！,1,2014-03-09-1
2014-03-16,今週のガキの使いは、月亭方正生誕４６周年記念！２４時間ロングインタビュー！今現在４６歳の月亭方正が、自分の人生を振り返るために、自らホテルの一室にこもり、ガチで２４時間ひたすら記者からのインタビューを受け続けると言い出した。食事中、入浴中お構いなしに、どんなときでもひたすらインタビューされ、疲労や睡魔に襲われるなか、方正は自分の人生を振り返ることができるのか！？前代未聞の超大作ドキュメンタリーです。,1,2014-03-16-1
2014-03-23,今週のガキの使いは、やはり１週では収まりきらなかった月亭方正２４時間ロングインタビュー完結編！先週から妙にかっこつけたりごまかした答えを追求され、ボロが出てメンバーから総突っ込みを受けていた方正。疲労もピークを迎える中、生まれ変わったら何をしたいかに一同言葉を失う答えが飛び出す。最後は企画終了の報告を何度も思いを口にしていた嫁に電話するが…史上最もくだらない超ロングインタビューの結末は果たして！？,1,2014-03-23-1
2014-03-30,今週のガキの使いは、DVD発売記念！世界のヘイポー企画傑作集！ガキのスタッフながら数々の名物企画を世に送り出してきたヘイポー。そんなヘイポー企画だけを集めたＤＶＤ発売を記念して、その名場面を厳選大公開！失礼極まりない謝罪文で様々な女性芸能人を怒らせたヘイポー謝罪文や、絶叫こだました真夜中の運動会など伝説となった回をプレイバック！文句、弱音、激怒、絶叫など人間の負の感情のオンパレードをお楽しみ下さい！,1,2014-03-30-1
2014-04-06,今週のガキの使いは、２０１４年のブームを先取り！？口パクヒットスタジオ！板尾がまたまた新企画を売り込みにやって来た！次は口パクが流行するから、みんなで往年の名曲が流れるのに合わせて口パクしようとむちゃくちゃな提案をしだす。メンバーとスタッフが誘われるがままスタジオへ行き、歌手の衣裳に着替え全力で口パク姿を披露する！ラストにはあの人が大ヒット曲に合わせ、風を浴びながらの口パクにスタジオ全員が大爆笑！,1,2014-04-06-1
2014-04-13,今週のガキの使いは、さようなら月亭方正。毎年この時期に卒業すると言っては、ムダに豪華なセットで卒業宣言を撤回してきたこの企画。今回の卒業の理由は、嫁がガキの使いの収録の間に浮気をしてそうで不安だからだという。しかし、決意が固そうな割にはメンバーからの質問にちぐはぐな返答をしたり、急に泣き喚いたりで周りをイラつかせる。そしてメンバーが退出しようとした時にやはり「待て！」の声が…今年こそ卒業なるのか！？,1,2014-04-13-1
2014-04-20,今週のガキの使いは、熱血浜田塾！浜田が熱血塾を開き、芸人たちが熱血指導を受ける。しかし指導内容は、ドラム缶を使ってのボールキャッチ、スプリングのおもちゃを隣の人へ回すなど、なんのためになるのかわからないものばかり。それでも浜田の檄は飛び続け「社長になりたくないんか！」など意味不明な発言で生徒を困惑させ続ける。終いには浜田の天然行動も飛び出すが、もちろん笑うことは許されず熱血指導は厳しさを増していく。,1,2014-04-20-1
2014-04-27,今週のガキの使いは、TKO木下隆行七変化！今回で４１人目を迎える人気シリーズ企画。芸人が最も緊張すると言われているこの企画において、今回はなんと本人からの立候補があったという。オファーの段階で、もうやってたんじゃないの？と松本やスタッフが過去の出演者を再確認するぐらいキャラに合ってそうな木下だが、当日はさすがに緊張で尋常ではないくらい汗が吹き出していた。果たして、この汗が吉と出るのか凶と出るのか！？,1,2014-04-27-1
2014-05-04,今週のガキの使いは、「どうせお前こんなん好きなんやろ選手権」メンバーが自分のセンスだけで相手の気にいるであろうものを買ってきて、もらった側がどれを一番気に入ったか決める企画。前回はメンバー同士でやった企画を今回は、全員がよく知り、且つ独特のセンスを持つキム兄こと木村祐一にこんなん好きやろ？とプレゼン！キム兄の好きそうな帽子、トップス、更に本を買ってくるのだがセンスを勘違いしたプレゼントに大困惑！？,1,2014-05-04-1
2014-05-11,今週のガキの使いは浜田雅功５１歳誕生日記念！「浜田老い！老い！裁判」今までの浜田天然裁判シリーズで、数々の信じられない天然行動を暴露されてきた浜田。しかしこの度、それは天然によるものではなく、老いが原因なのでは？という疑いが生じた。そこで、後輩芸人に調査をしたところ、本当に信じられない老い事件が次々と発覚！スタジオで徹底追求する。しかし当の本人は老いを認めず、さらに意味不明な迷言も飛び出し一同大困惑。,1,2014-05-11-1
2014-05-18,今週のガキの使いは、まだまだ溢れ出る驚愕の老いっぷり「浜田老い老い裁判完結編！」浜田に近い後輩芸人からの密告証言が続々登場！浜田と親しい後輩のみが知っている、テレビではひた隠しにされてきた老いっぷりが白日のもとに晒される！開いた誕生会を忘れる、自分発信の秘密を自らバラすなど、本当に信じられない証言にスタジオドン引き！ラストの判決では、過去に老いにより失敗したあのゲームに再挑戦するが予想外の結末に！？,1,2014-05-18-1
2014-05-25,今週のガキの使いは、人気企画利きシリーズから、種類も増えてきて今話題のノンアルコールビールに挑戦！苦味やのどごしなどからなんとかヒントを探ろうとするが、想像以上の難しさ＆外野からのムチャぶりによる足の引っ張り合いで一同大苦戦！スベらされテンションの下がる者もいれば、いつもより厳しめのお仕置きにおののく者も！？そんな中普段からビールを飲み、自らＣＭにも出演していた浜田に注目が集まるが結果は果たして！？,1,2014-05-25-1
2014-06-01,今週のガキの使いは、約４ヶ月ぶりの着ぐるみトーク！ガキの使いあるあるで、松本が方正のあの現象を追求＆浜田の天然がまたしても炸裂！？そして田中が最近の話題から、昔の学校では当たり前のようにあったのに、今は、ほとんど見かけなくなったものを紹介！各自の思い出話で盛り上がるとともに意外な親目線でのジャッジも！？さらに、今巷で人気すぎて品切れ店続出中のカップ麺のあの味を入手！みんなで試食するもなぜか浜田が激ギレ！？,1,2014-06-01-1
2014-06-08,今週のガキの使いは、田原俊彦プロデュースカルタ争奪戦！毎回ゲストが絵札も読み札もすべて自分で作成したカルタをガキメンバーが奪いあうこの企画で、トシちゃんこと田原俊彦が登場！ダウンタウンより年齢も芸歴も上のトシちゃんがひたすらマイペースにやりたい放題！突き飛ばされたり急なルール変更をしたり、果てはトシちゃん流の豪快過ぎるスキンシップにたじたじ！？最近のテレビでは絶対に見せないダウンタウンの姿必見です！,1,2014-06-08-1
2014-06-15,今週のガキの使いは、まだまだトシちゃん大暴れ！田原俊彦カルタ争奪戦！年齢、業界歴共にダウンタウンよりも先輩の田原俊彦に振り回されっぱなしだった一同。今週もその奔放ぶりはとまらず思いつきで始めたムーンウォーク講座に一同大苦戦！そして長く渡り歩いてきた芸能界の裏側を語る！あの水泳大会前夜の様子とは！？そして運動会での意外なプレッシャーなど、当時の華々しい芸能界の裏側の信じられないエピソードに一同大興奮！,1,2014-06-15-1
2014-06-22,今週のガキの使いは、どうせお前こんなん好きなんやろ選手権！メンバーが自分のセンスだけでゲストの気にいるであろう物を買ってきて、もらった側が気に入った順に順位をつける人気シリーズ企画。今回は初の女性ゲストである友近を相手に挑戦！女性へプレゼントするセンスが問われるだけに、メンバー全員大いに悩んだが、自分の買ってきた物のアピールにも熱が入りまくり！そして浜田のあの件で松本のいじりが炸裂！浜田もタジタジ？,1,2014-06-22-1
2014-06-29,今週のガキの使いは、相撲界でロボコップのアダ名で一世を風靡した振分親方（元・高見盛）の100のこと！振分の好きな相撲の決まり手は？振分がオシャレだと思う定番アイテムは？などの質問に、一同の理解を超える答えで返してきて大苦戦！さらには度重なる浜田の凡ミスで回答席も大混乱！？そして背筋力を調べる問題や得意なモノマネなど動きのある質問への答えでは振分の一生懸命すぎる姿に唖然！？振分ワールド全開でお送りします！,1,2014-06-29-1
2014-07-06,今週のガキの使いは、泣くまで待とう！ホトトギス選手権！メンバーが本気の泣き芝居で競う企画。それぞれ自分が絶対に泣けると思うシチュエーションで涙がこぼれるまでひたすら演技し続ける。芝居経験の多い田中や方正はやる気を見せるが、そうでないダウンタウンや遠藤はいまいち温度が上がらず。各自目をしばたかせたり一点を見つめたりと試行錯誤しつつ挑むが、予想に反しあの男の目に涙が！意外な結果に周りも本人もびっくり！？,1,2014-07-06-1
2014-07-13,今週のガキの使いは、全乗っかり！即興ウソつき旅館。５人集まってのトーク企画でルールは、一人が大中小の文字とメンバーの名前が書かれたカードを引き、名前が出た人はカードに書かれた大中小の度合いのウソを誰かに振る。ウソを振られた人は、それがどんな内容であっても乗っかってウソ話を進めなければならない。自分が実は犬だったことや国防省のハッキングの仕方など、頭をフル回転させ嘘を嘘で塗り固めていく真剣嘘話企画！,1,2014-07-13-1
2014-07-20,今週のガキの使いは、ナイスなグルメリポーターは俺だ選手権！全員芸歴２０年以上のガキメンバー。グルメレポートぐらいは出来て当然！？ということでメンバーそれぞれが単独で行ってきたグルメロケＶＴＲをみんなで鑑賞し、互いに評価しあう。芸歴２０年超の経験を活かし各々が色を出したグルメレポートをするが、なかなか互いを認めず、あれやこれやと文句の付け合いになる。中でも、松本の重箱の隅をつつくケチの付け方に一同困惑。,1,2014-07-20-1
2014-07-27,今週のガキの使いは、先週から散々文句を言い合ってきたナイスなグルメリポーターは俺だ選手権！いよいよダウンタウンが登場！他のメンバーのＶＴＲにさんざんケチをつけてきた２人だが、普段なら絶対にやらないグルメロケで勝手がわからず、なんともとんちんかんなリポートを繰り返す。さらには浜田の天然、松本の人見知りっぷりも顔を出し、他のメンバーから総ツッコミを受け苦笑いの連続。最後はまさかの開き直りで一同唖然！？,1,2014-07-27-1
2014-08-03,今週のガキの使いは、番組でいろんな部を立ち上げ、オリジナルの競技で芸人たちと対決する部活動シリーズから「止まらない部！」今回は何があっても止まらず且つダイナミックに動き続けることがルールで、体力面で不安を抱えるメンバーにとってつらい競技となった。対戦相手には各事務所からガラクタと呼ばれる芸人が集結！しかし勝負は白熱した攻防が続き５０歳超えのダウンタウンも必死で動き続ける！最後は疲労困憊で全員ＫＯ！？,1,2014-08-03-1
2014-08-10,今週のガキの使いは、徹底検証！有名人に会うまでぶらりし続けましょう！街を歩けば有名人に遭遇すると言われる東京、本当に出会えるのか、実際に歩いて検証する！気温３３度という真夏日にひたすら歩き続け、入る店も自分達で許可を取るというルールの元次第にイラつきを見せる浜田、若手代表で走り回る遠藤、更に松本がテンションの下がるアクシデントに見舞われたりと一筋縄では行かない中、有名人を見つけることはできるのか！？,1,2014-08-10-1
2014-08-17,今週のガキの使いは、浜田塾再び！前回、芸人塾生を恐怖のどん底に叩き落とした浜田の謎の私塾が、厳しさ大幅ＵＰで帰ってきた！今回は夏の日差し照りつける浜辺で塾長ボールを使ってのラグビーや、ドラム缶で浜田危機一髪、全員で潜ってるふりだけのスキューバなど、ますます謎な特訓の数々に一同困惑しっぱなし。さらには毎回難癖をつけられ、あつ～いお仕置きで塾生一同大悶絶！終いにはあの激疲れ特訓も飛び出し全員ＫＯ！？,1,2014-08-17-1
2014-08-24,今週のガキの使いは、先週よりも厳しさ倍増の熱血浜田塾！真夏の砂浜で暑さと疲労で体力が奪われる中、更なる謎の地獄特訓が塾生たちに課される！浜田の萎える水着を見抜く水着ファッションショーに、聞いたこともない歌手の曲を当てる激ムズのドレミファドンなど、相変わらず何のためになるのかわからない特訓のオンパレード。そしてラストには夕暮れをバックになぜか感動のフィナーレが！？浜田塾長と芸人塾生の夏の思い出、完結！,1,2014-08-24-1
2014-08-31,今週のガキの使いは、ドランクドラゴン塚地の七変化！毎回名だたる芸人が緊張の汗をにじませながら挑戦するこの企画で、芸人界きっての演技派コント師が満を持して登場！松本・浜田からはポテンシャルが高く期待しているとプレッシャーを与えられ、相方の鈴木もぼんやりと応援する中、得意の憑依したかのような演技でラジオ好きおじさん、クラブ女、名俳優など珠玉のおもしろキャラを連発！全員が引き込まれる塚地ワールドをご堪能下さい,1,2014-08-31-1
2014-09-07,今週のガキの使いは、３ヶ月ぶりの着ぐるみトーク！ＯＡ日が松本の誕生日の前日ということもあって、誕生日の過ごし方を４人が一斉追求！家族との過ごし方をいろいろと聞かれタジタジ＆イライラ！？その他、豪華トーク企画が目白押し！とあるよしもと芸人が目の前で実体験の怪談話を披露！メンバーも触発され、次々と戦慄の怪談話を披露！さらに、スタジオに今話題の超最新天才ロボットが登場！ロボットの返しになぜか浜田がイラッ！？,1,2014-09-07-1
2014-09-14,今週のガキの使いは、イタズラは許さない！本気（マジ）ギレツアー！街ぶらロケ中にメンバーが軽いイタズラを仕掛けられ、それに対してどんな状況であろうと本気でキレなければならないという企画。狭い店内や事情を知らない通行人が大勢いる中であろうと、とにかくテンションをＭＡＸまで高めてマジでキレなければならない。いつどこで自分にイタズラが来るかわからない中、５人は頭に血を昇らせ怒りを爆発させることはできるのか！？,1,2014-09-14-1
2014-09-21,今週のガキの使いは、雨上がり決死隊蛍原徹の１００のこと。今年芸歴２５年を迎え、当番組にも若手時代から何度も出演している彼がついに１００のことに登場！しかし回答時にいちいち悩み続け、芸人らしからぬ答えに一同のイライラが募る。そんな中、傾向が掴めたと思いきや急に肩透かしの回答が来たりといまいち掴めない感じに大ブーイング！芸人だけに過去にメンバーと絡んでることも多く、浜田とのエピソードには一同ドン引き！？,1,2014-09-21-1
2014-09-28,今週のガキの使いは、人気企画利きシリーズから、チーズに挑戦！およそ１０年当てていない方正や離婚して以来当てていない遠藤など、そろそろ本当に当てたいメンバーもいる中、今回は味、食感、風味などすべてが微妙な違いで、非常に難易度が高く一同大苦戦！各々作戦を立てて望む中、方正のマヌケっぷりや浜田の天然発言も飛び出すが、難易度の割に種類が多いとスタッフにひたすら文句を言っていた松本が超大絶叫！その理由とは！？,1,2014-09-28-1
