cctid,showcode,show,date,segment,episode,description_ja,name_ja,metadata,showid,detective,location,requester,order,topic.jp,topic.en,topic.en_d,subbed.status,episode.date,episode.year,episode.number,episode.host,subbed.subfile,topic.jp_n,topic.en_n,topic.en_f,segmentid
gakinotsukai_20170430_1353_0,gakinotsukai,Gaki no Tsukai,2017-04-30,0,1353,今週のガキ使は『いきなり大爆笑ツアー！』街ブラ中にくだらないボケを仕掛けられるのだが、それに対し全力の大爆笑をしなければいけない過酷な新企画！ガキおなじみの外国人タレント２人も参戦するが過去の大根役者ぶりから一抹の不安が…いざ始まってみると想像以上にクオリティの低いボケ連発で全員大苦戦！そして２Ｓトークでは視聴者からの質問に松本が回答するコーナーが復活！力士があのセリフを言うタイミングは一体いつ？,いきなり大爆笑ツアー!!,"{""opening_jp"":""ダウンタウン 2ショットトーク→力士はごわすを使う?""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20170507_1354_0,gakinotsukai,Gaki no Tsukai,2017-05-07,0,1354,今週のガキは「二匹目のリュウジ１００％選手権！」前回の「二匹目のサンシャイン斎藤グランプリ！」は「笑ってはいけない科学博士」でサンシャイン池崎のネタを見事演じきった斎藤工の「二匹目のどじょう」を狙い、様々なタレントが参戦。今回は同じく昨年末にアキラ１００％とコラボした原田龍二の後釜を狙い、裸芸を極めたタレントたちが集結！栄冠は誰の手に？そしてダウンタウンの２Ｓトークも炸裂！忍者の驚くべき生態とは一体？,二匹目リュウジの100％グランプリ,"{""opening_jp"":""ダウンタウン 2ショットトーク　現代社会で忍者は何しているの?""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20170514_1355_0,gakinotsukai,Gaki no Tsukai,2017-05-14,0,1355,今週のガキの使いは『ＩＫＫＯの抱かれたい男カレンダー！』オネエ美容家・ＩＫＫＯに密着インタビューを敢行し、自分が抱かれたい男を挙げてもらって１年分のカレンダーを埋めるという奇想天外な企画。超豪華な自宅でのインタビューに始まり、謎のプライベート生活を紐解きながら次々と好みのイケメンを挙げていく。その好みは季節やローテーションで次々と様変わりし、止まらない妄想トークにスタジオのメンバーも驚きっぱなし！,IKKOの抱かれたいカレンダー!!（前編）,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20170521_1356_0,gakinotsukai,Gaki no Tsukai,2017-05-21,0,1356,今週のガキの使いは『ＩＫＫＯの抱かれたい男カレンダー完結編！』先週からものすごい妄想力で抱かれたい男の名前を挙げカレンダーを埋めていくＩＫＫＯ。その特殊すぎる恋愛観に戸惑うメンバーだったが、今週は感情が爆発！突然に涙を流したかと思えば止まらない爆笑でテンションは最高潮！さらに自宅での謎のルーティンワークの様子に松本の絶妙な例えが炸裂！ＩＫＫＯのＩＫＫＯによるＩＫＫＯのためのカレンダーがついに完成！,IKKOの抱かれたいカレンダー!!（後編）,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20170528_1357_0,gakinotsukai,Gaki no Tsukai,2017-05-28,0,1357,今週のガキの使いは超豪華！１本丸ごとダウンタウン２Ｓトーク！松本＆浜田が世の中に訴える！松本は車の運転中に遭遇した平和な家族のリアクション、新幹線のトイレでハプニング的に出くわした女性、賢すぎる最近の車、新幹線や飛行機のトイレのシステムなどに独自の視点と怒りを持って強烈に訴える！そして浜田には以前に「遅すぎる」と不満を訴えた日テレのエレベーター運用部署から文書で回答が届く。その意外すぎる中身に驚愕,2ショットトーク,"{""opening_jp"":""ELT伊藤一朗に遭遇!→世の中にある理不尽な事→車の運転中に...→新幹線のトイレで→車が便利すぎて理不尽→車が賢すぎてアホ→浜田の車には防弾ガラス!?→最新の車のセキュリティが凄い!→「トイレ使用中」のライトをやめて→浜田さんに手紙が届いています→日テレのエレベーター改善要求の回答→ハリウッドスターなら直通運転します→なんとかタレント専用エレベーターを...""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20170604_1358_0,gakinotsukai,Gaki no Tsukai,2017-06-04,0,1358,今週のガキの使いは『芸人夫婦イチャイチャ選手権！』メンバーが芸人の自宅を訪問、芸人夫婦がアツアツっぷりを見せつける！あのＭ－１ＧＰファイナリストの芸人の妻が超積極的な求愛！？人目をはばからぬ大胆な恰好に５人も思わず注意＆苦笑い。そして２Ｓトークは松本が飛行機のとある機内サービスのおかしな点に怒りの指摘！さらにホテルのクレーム対応をめぐって松本と浜田で意見が真っ二つ！互いに主張を一切譲らず大激論！？,芸人夫婦イチャイチャ選手権!,"{""opening_jp"":""機内サービスで理不尽→ホテルの部屋に使用済みマウスウォッシュ→もし使用済み歯ブラシが部屋にあったら?→部屋が暗すぎて七並べができない→もしアレを流してなかったら→クレームはちゃんと入れるべき?→ホテルのドライヤーが壊れている→""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20170611_1359_0,gakinotsukai,Gaki no Tsukai,2017-06-11,0,1359,今週のガキ使は『渡辺直美の七変化！』インスタグラムで幅広い層から熱い支持を獲得し人気実力も兼ね備えた、いろんな意味で脂の乗りきった彼女が七変化に挑戦！その内容は得意の顔芸・セクシー（？）な体型を存分に活かしたキャラが大暴れ！腹の立つ吉本新人マネージャーやありえないオーディションに謎のＳＭ風特訓、さらにあの人も緊急参戦？その多様な攻めっぷりにメンバーも笑いの罰金の連続！獲得金額はとんでもない額に！？,渡辺直美 七変化〜!!,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20170618_1360_0,gakinotsukai,Gaki no Tsukai,2017-06-18,0,1360,今週のガキ使は５年ぶりの復活！月亭方正プロデュース！その類まれなるセンスと音楽的才能でメンバーを一流アーティストに仕立て上げる天才プロデューサー方正。今回は昭和を代表する伝説的コミックバンド風の曲で紅白出場を狙う。時代を斬った歌詞は想像の域を超え、メンバーは戸惑いながらも、すぐにそのままレコーディングへ。昭和を感じさせるセットから、振り付けまでも完全にプロデュース！果たしてその出来栄えや如何に！？,月亭方正プロデュース!国民的ヒットソングを作ろう!,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20170625_1361_0,gakinotsukai,Gaki no Tsukai,2017-06-25,0,1361,今週のガキの使いは『ノーリアクション王決定戦！』目の前で何が起きても「驚く」「ビビる」のリアクションをせずひたすら我慢する大会を開催！ゲストに的場浩司、Ｚｅｅｂｒａ、大和田伸也という忍耐力の強そうな３名を迎えトーナメント形式で対決！ 参加者に襲い掛かる仕掛けは爆発、発砲などにくわえ今話題のマシンや謎のＳＦチックな装置まで様々！心のなかはドキドキのパニック状態！この究極の我慢大会を制するのは一体誰だ！,何事にも動じない男は誰だ!?ノーリアクション王決定戦（前編）,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20170702_1362_0,gakinotsukai,Gaki no Tsukai,2017-07-02,0,1362,今週のガキの使いは『ノーリアクション王決定戦完結編！』今夜、芸能界で一番我慢強く何が起きても動じない男が決定する！より巧妙な仕掛けが挑戦者たちを襲う！Ｚｅｅｂｒａが大量の汗を！大和田伸也は爆風であの男に変身！？的場浩司は驚異の忍耐力を発揮！そしてラストには浜田ＶＳ田中、ビビりまくりの最弱王決定戦も急遽開催！大人にしては情けなさすぎる腰抜け具合に思わず一同爆笑！,何事にも動じない男は誰だ!?ノーリアクション王決定戦（後編）,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20170709_1363_0,gakinotsukai,Gaki no Tsukai,2017-07-09,0,1363,今週のガキの使いは２８年目の新レギュラー決定！？『西川きよしオーディション！』芸能界の大先輩である西川きよしがガキのレギュラーになる気満々でやってきた！メンバーは戸惑いながらもオーディションを実施することに。モノマネ、歌、一発ギャグなどを芸歴一切関係なしに超厳しく審査！しかし気合が入りすぎたきよしの珍行動でどれも予想外の方向へ…さらに審査員も参加してのオネエ劇場やヘレン紙芝居も始まりカオス状態へ？,新レギュラー決定!?西川きよしオーディション,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20170716_1364_0,gakinotsukai,Gaki no Tsukai,2017-07-16,0,1364,今週のガキの使いは『５０人目直前！七変化名作集！』毎回名だたる芸人が己のプライドを賭け超緊張状態で挑む名物コーナー七変化。２８年の歴史で挑戦した芸人の数は４９人！そんな５０人の節目を前に、今夜は名作変化を超凝縮して大公開！ブラマヨ小杉の奇妙な踊りに劇団ひとりの涙ソング、千原ジュニアの芸人日常の1コマ、ホリケンのイタズラ等ここでしか見られない貴重な珠玉ネタの永久保存版！罰金飛び交いまくりの一夜です！,次はついに50人目!七変化傑作選,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20170717_SP_0,gakinotsukai,Gaki no Tsukai,2017-07-17,0,SP,「有名な橋と言えば？」「広い公園と言えば？」といったお題で連絡を取り合わず集合できるのか？人気企画「スマホなしで待ち合わせ」伊勢谷友介、川口春奈、ピエール瀧など豪華ゲストを迎え、浜田チーム・松本チームに分かれて対決！今回はジョーカー制度を導入！集合場所にジョーカーがやってきたら即解散！いつも足を引っ張るココリコ田中は？さらにそれを凌ぐ滝沢カレンが向かった場所とは？勝つのはどっち？意外な展開に大興奮,ガキの使い特別版!絶対に集合しなくてはいけない!スマホなしで待ち合わせSP,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20170723_1365_0,gakinotsukai,Gaki no Tsukai,2017-07-23,0,1365,今週のガキの使いは７月１７日放送の「スマホなしで待ち合わせ未公開ＳＰ！」大波乱の激闘の裏ではこんなことも起きていた！ダウンタウン２人が突然出会った、松本も良く知る意外な人物とは？滝沢カレンの理想の男性…○○が速い人！松本が語る、これからの人生の意外な夢に伊勢谷友介も納得！さらに昼食タイムで浜田＆ピエール共通の弱点が明らかに！タクシーで松本があの名曲を熱唱！？ＳＰの放送を見た人も楽しめる永久保存版！,ガキの使いSP 気持ちをそろえて合流できるか お見逃し＆未公開集,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20170730_1366_0,gakinotsukai,Gaki no Tsukai,2017-07-30,0,1366,今週のガキの使いは超豪華！一本丸ごとダウンタウン２Ｓトーク！松本がジムでやってしまった恥ずかしすぎるミスを告白＆コンビニトイレでのマナーに苦言！そのぶっとんだ解決策とは！？浜田は今では考えられないマネジャーへの仕打ちを激白し松本も爆笑！？そして急展開！あの浜田そっくりのキャラがいる企業へ番組側からＣＭ出演を勝手にオファー！先方の回答に浜田焦りまくり！？等など話題盛りだくさん！あっという間の３０分！,ダウンタウン2Sトーク!,"{""opening_jp"":""浜田はなぜお揃いを嫌がる?→葬式に相方の俺も誘え!→お祝いの花はどうしてる?→松本の筋肉が凄い事に...→スポーツジムである事件が...→ロッカーの荷物が無い!→となりのロッカーに全ての荷物が!→世の中の悪い奴らに怒っている→コンビニのトイレから出てこない奴→コンビニのトイレに時間制限を設けて→マネージャーを叱るときは細心の注意を...→浜田が過去にマネージャをビンタ!→約20年前に浜田が現吉本興業副社長をビンタ→松本は冒頭からビンタをされまくり→ヤンチャな浜田は貴重な存在→浜田にまた手紙が届いてます→男梅と浜田の顔がそっくり!男梅と浜田の共演をオファー!→男梅との共演叶わず→他の企業へのオファーも考えます→浜田ばみゅばみゅもハメられた!""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20170806_1367_0,gakinotsukai,Gaki no Tsukai,2017-08-06,0,1367,今週のガキの使いは『有名人に会うまでぶらりし続けましょう～二子玉川編！』前回麻布十番で見事セインカミュを見つけクリアした一同。今回はお洒落な街並みと暮らしやすさからセレブファミリーが多く集う二子玉川で挑戦！最初のうちは目撃情報の多さから楽観的な一同だったが夏の暑さですぐにテンションダウン。探せども探せどもなかなか見つからず、雲行きは怪しくなるばかり…そして最後は謎の挨拶作戦で待ち伏せるが果たして？,徹底検証！有名人に会うまでぶらりし続けましょう!! 二子玉川編,,,,,,,,,,,,,,,,,,,
gakinotsukai_20170813_1368_0,gakinotsukai,Gaki no Tsukai,2017-08-13,0,1368,今週のガキの使いは『男だらけのお菓子センス王選手権！』自分の好きなお菓子を買ってきてそのおいしさを熱烈プレゼン！ゲストにＴＭ西川貴教と篠原信一が登場！それぞれが激安の殿堂でもありお菓子の宝庫でもあるドンキホーテで数品選んでくる。プレゼンではそれを食べていた少年時代の話や意外と美味しいオリジナルの食べ方をすすめたりで大盛り上がり！そして強くプレゼンしすぎた方正に悲劇！？男だらけの菓子パーティー開幕！,お菓子センス王選手権!,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20170820_1369_0,gakinotsukai,Gaki no Tsukai,2017-08-20,0,1369,今週のガキの使いは『この女性なら大丈夫！シングルファザー田中の再婚相手コンペ！』４ヶ月前に離婚してシングルファザーとなってしまった田中を心配して、メンバーが新たな再婚相手の紹介を買って出た！急な企画に戸惑う田中だが、メンバーは「この人なら大丈夫！」という女性芸能人をプレゼンし、さらに縁談を持ちかけにいったインタビューＶＴＲも披露。突然の話に相手も戸惑う様子だが田中の魅力で見事、再婚決定となるか！？,シングルファザー田中の再婚相手コンペ!,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20170827_1370_0,gakinotsukai,Gaki no Tsukai,2017-08-27,0,1370,今週のガキの使いは『帰ってきたバスジャック鑑賞会！』数年前に遠藤主演で制作された映画「バスジャック」。その臭い演技で見た人を震撼させ、当番組でも度々話題に。そんな映画の続編が「帰ってきたバスジャック」として今年の７月に公開！ダウンタウンの出演可能性や舞台挨拶時の客の少なさなど話題を振りまいた。そんな遠藤渾身の主演映画を改めて皆で鑑賞！あの演技力は健在なのか？遠藤のシーン毎にボタンを押し総ツッコミ！,遠藤主演映画・帰ってきたバスジャック鑑賞会!,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20170903_1371_0,gakinotsukai,Gaki no Tsukai,2017-09-03,0,1371,今週のガキの使いは恒例企画『サイレント図書館！』カードを引いてドクロがでたら、恐怖の罰ゲームが執行される！ゲストに千鳥を迎えて、今までよりもパワーアップしたおしおきのオンパレード！恒例のオッサンを使った罰も一段とキモさを増し、一同ドン引き！？そしてあの懐かしい(秘)名人が登場してまさかの必殺技で連続攻撃！さらに、大掛かりなマシンも登場、恥ずかしい罰も！果たしてメンバーの運命は？１番罰を受けるのは誰だ？,サイレント図書館,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20170910_1372_0,gakinotsukai,Gaki no Tsukai,2017-09-10,0,1372,今週のガキの使いは「松本人志５４歳の誕生会！バースデーソングを贈ろう！」ガキの使いメンバーや(秘)ゲストが松本人志への想いを自ら作詞作曲したマジ歌にのせて歌い上げる！ココリコ、方正、浜田は果たしてどんな歌を歌うのか？そして意外な(秘)ゲストとは誰なのか？歌を贈られた松本の反応は？！さらに番組２８年の思い出話が飛び出し大盛り上がり！メンバー達の絆を見逃すな！,松本人志54歳の誕生会!バースデーソングを贈ろう!（前編）,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20170917_1373_0,gakinotsukai,Gaki no Tsukai,2017-09-17,0,1373,今週のガキの使いは『松本人志へバースデーソングを贈ろう完結編！』先週ガキメンバーが長い付き合いの中からの思い出を感動的な（？）歌詞にしたが、今週は松本に密かに想いを寄せていたサプライズバースデーゲストが登場。大女優は松本の◯◯になりたかったと大胆発言！？アスリートは初めて対面した嬉しさを歌い上げる！浜田も相方への思いの丈を歌詞に乗せ熱唱！そしてダウンタウンの２Ｓトークも！２人の夜の生活が明らかに！,松本人志54歳の誕生会!バースデーソングを贈ろう!（後編）,"{""opening_jp"":""浜田からエロDVDを取り上げたらどうなる?→""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20170924_SP_0,gakinotsukai,Gaki no Tsukai,2017-09-24,0,SP,今週のガキは「絶対に答えなくてはいけない！レジェンド芸人に聞きたいこと未公開ＳＰ」本編では入りきらなかったギリギリトークまだまだあります！松本がブチ切れされたのは誰？浜田の芸能界の親友は？奥さんの誕生日間違えたのは？さらに抱きたい女芸人は誰なのか？真剣トーク！恵＆ヒロミの意外な趣味が明らかに！人気絶頂の出川が本気で欲しいスキルって何？そして出川＆肥後がずっと気にしていたダウンタウンとヒロミの関係？,ガキの使い特別版!絶対に答えなくてはいけない!レジェンド芸人に聞きたいことSP,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20170924_SP_0,gakinotsukai,Gaki no Tsukai,2017-09-24,0,SP,今夜はガキの使い特別版！絶対に答えなくてはいけない！レジェンド芸人に聞きたいことＳＰ！「引退は考えているのか？」「誰がお金をたくさん持っているのか？」「愛人はいるのか？」加藤浩次・バカリズム・劇団ひとりら後輩芸人からキワドイ質問の嵐！果たしてレジェンド芸人たちは何と答える！？さらに若手時代の(秘)懐かし映像も大放出！そして誰が「笑いの神に愛されているのか？」を大検証！５０代芸人たちの生き様を見逃すな！,ガキの使い特別版!絶対に答えなくてはいけない!レジェンド芸人に聞きたいことSP,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20170924_1374_0,gakinotsukai,Gaki no Tsukai,2017-09-24,0,1374,今週のガキは「絶対に答えなくてはいけない！レジェンド芸人に聞きたいこと未公開ＳＰ」本編では入りきらなかったギリギリトークまだまだあります！松本がブチ切れされたのは誰？浜田の芸能界の親友は？奥さんの誕生日間違えたのは？さらに抱きたい女芸人は誰なのか？真剣トーク！恵＆ヒロミの意外な趣味が明らかに！人気絶頂の出川が本気で欲しいスキルって何？そして出川＆肥後がずっと気にしていたダウンタウンとヒロミの関係？,絶対に答えなくてはいけない!レジェンド芸人に聞きたいこと・未公開SP,,,,,,,,,,,,,,,,,,,
gakinotsukai_20170924_1374_0,gakinotsukai,Gaki no Tsukai,2017-09-24,0,1374,今夜はガキの使い特別版！絶対に答えなくてはいけない！レジェンド芸人に聞きたいことＳＰ！「引退は考えているのか？」「誰がお金をたくさん持っているのか？」「愛人はいるのか？」加藤浩次・バカリズム・劇団ひとりら後輩芸人からキワドイ質問の嵐！果たしてレジェンド芸人たちは何と答える！？さらに若手時代の(秘)懐かし映像も大放出！そして誰が「笑いの神に愛されているのか？」を大検証！５０代芸人たちの生き様を見逃すな！,絶対に答えなくてはいけない!レジェンド芸人に聞きたいこと・未公開SP,,,,,,,,,,,,,,,,,,,
gakinotsukai_20171001_1375_0,gakinotsukai,Gaki no Tsukai,2017-10-01,0,1375,今週のガキの使いは超豪華！一本丸ごとダウンタウン２Ｓトーク！松本が自身の身体に関する様々な悩みを告白！〇〇の位置に関して嫁から受けた驚きの仕打ちや年を取ってからの痛みの法則などを熱く語る！＆紅白に出場が決定した際の浜田の意外な態度も暴露！そして浜田には急展開！番組スタッフの水面下の動きで浜田においしい話が舞い込む！？果たして結果は？最後は２人それぞれのイメージの良し悪しで大舌戦を展開！お楽しみに！,ダウンタウン 2ショットトーク!,"{""opening_jp"":""浜田の数珠が気になる→松本の乳首の位置が下がってきている→浜田は歌うときノリノリ→紅白に出るのが嫌だった→いつも体のどこかが痛い→浜田にCMをやらせてあげたい→「ギンビス」に浜田のCMを逆オファー→「共立美容外科」に浜田のCMを逆オファー→ダウンタウンのイメージ""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20171008_1376_0,gakinotsukai,Gaki no Tsukai,2017-10-08,0,1376,今週のガキ使は『行ったことない街でベスト５聞きましょう！』５人が縁もゆかりもない土地で地元の人におすすめスポットを聞いて実際にそこへ行きその土地のベスト５を決める企画。関東圏の駅からくじ引きで選ばれた場所は観光地としてはなかなか名前が上がらない場所で予備知識０。そして不幸にもこの日は気温３０度を超える真夏日！行き当たりばったりで聞いたスポットは過酷極まる場所？ガキの使い的汗だくロードムービー開幕！,地元の人に聞くおすすめベスト5（前編）,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20171015_1377_0,gakinotsukai,Gaki no Tsukai,2017-10-15,0,1377,今週のガキ使は『行ったことない街でベスト５聞きましょう完結編！』先週から千葉県の房総半島にある岩井駅という縁もゆかりもない土地に降り立ち、地元民おすすめスポットベスト５を決めるべく聞きこみを続ける一同。序盤のまさかの炎天下登山で疲労困憊の中、次の場所ではそこそこの年のメンバーが今までに聞いたこともなかったグルメが登場！さらに絶品スイーツも堪能し日も暮れ始める中、ラストで目にしたのは超感動の〇〇！？,地元の人に聞くおすすめベスト5（後編）,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20171029_1378_0,gakinotsukai,Gaki no Tsukai,2017-10-29,0,1378,今週のガキ使は『乳首吸い王ＧＰ！』これまで怒り王、お腹痛い王、びっくり顔王など、何も知らない相手に気づかれずありえないことを自然にできるかを競ってきた『◯◯王企画』今回は、何も知らない相手の乳首を吸うという前代未聞かつ過去最高難度のテーマに挑む！乳首を吸うというありえなさに相手がうろたえる中、あれやこれやと乳首を吸う方に持っていくもハプニングが続出！警戒心を解いて見事な吸いっぷりを披露できるのか?,乳首吸い王グランプリ!!（前編）,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20171105_1379_0,gakinotsukai,Gaki no Tsukai,2017-11-05,0,1379,今週のガキ使は『乳首吸い王ＧＰ完結編！』先週から密室で行われてきた男どうしによる乳首吸い。遠藤、田中、ミキの昂生とチャレンジして、なんとか見るに耐えるものを披露してきた。そして今週は月亭方正があの大ベテラン芸人の乳首吸いに挑む！年上の大先輩の芸人の乳首をどのようにして吸うのか！？また、グランプリは一体誰の手に？そして後半はダウンタウンの２Ｓトーク！観客も思わず引いた！？松本がイラッとしたこととは？,乳首吸い王グランプリ!!（後編）,"{""opening_jp"":""ダウンタウン結成35周年→浜田がやりたいディナーショー→松本が嫁にイラッとする事→ウォーターサーバーの水を換えない""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20171112_1380_0,gakinotsukai,Gaki no Tsukai,2017-11-12,0,1380,今週のガキ使は「１年半ぶりの復活！夜の口パクヒットスタジオ！」日本の歌謡界を彩ってきた名曲の数々を豪華ゲスト陣とともにそのアーティストになりきって口パクでお届け！松本がまさかのあの歌手のあの名曲を？浜田もあの往年の名曲で渾身のマイクパフォーマンス！さらに、超意外なゲスト陣にも大注目…イケメン俳優から、若手人気芸人、外国人タレントまでもがガチ口パク…果たしてグランプリの栄冠に輝くのは一体誰なのか！？,1年半ぶりの復活!夜の口パクヒットスタジオ（前編）,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20171119_1381_0,gakinotsukai,Gaki no Tsukai,2017-11-19,0,1381,今週のガキ使は『夜の口パクヒットスタジオ完結編！』まだまだ登場する超豪華口パクシンガー！あの伝説の歌姫がなぜかギャグ披露！？キャラ崩壊のレジェンド女性アーティストに国籍すら違う元祖外国人タレントなどオリジナリティ溢れすぎている口パクシンガーが勢揃い！元若者のカリスマに至ってはそのひどすぎる口パククオリティにスタジオ大爆笑！最後には誰かが禁断の生歌を披露！？ここでしか見られない伝説の宴を見逃すな！！,1年半ぶりの復活!夜の口パクヒットスタジオ（後編）,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20171126_1382_0,gakinotsukai,Gaki no Tsukai,2017-11-26,0,1382,今週のガキ使は『５Ｓトーク！』メンバーが勢揃いして、先日終えたばかりの笑ってはいけないロケについて語る！今年もその過酷さに不満や愚痴が止まらない！松本がロケ当日の朝に出かける前の心境と、罰のジャッジについての怒りをぶちまける！さらには、過去シリーズからいろいろなデータを大発表！全員がお尻を叩かれた総数がとんでもない数字に！？そして、あのタイキックの誕生秘話とは？過去の映像も交えて初めて明かされる！,ガキ使メンバーの5Sトーク!,"{""opening_jp"":""方正の髪の毛が気になる→方正の顎関節症は本当なのか?→1年で最もつらい仕事 本番前の心境は...→本番前夜に行われる浜田主催の食事会→本番終了直後ZIP!の生放送へ→14年間で合計何回罰を受けたか→初めてタイキックの罰を受けたのは松本?→腹膜炎で収録途中に病院へ→毎年恒例の引き出しネタ→遠藤から千秋へメッセージ→第1回放送の罰は「吹き矢」だった""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20171203_1383_0,gakinotsukai,Gaki no Tsukai,2017-12-03,0,1383,今週のガキは『どうせこんなん似合うんやろ選手権ぺえ編！』原宿のカリスマ店員で超おしゃれ上級者として１０代から熱狂的支持を集めるぺえ。そんな彼に似合うと思うトップスとワンポイントアイテムをメンバーが実際に街に出てお買い物！松本はカラフルさを重視？浜田はあえての…今回も各々のアイテムに対して揚げ足の取り合い！そして意外なアイテムでぺえの新しい魅力を発掘！？この企画で自腹を切りまくりの田中の運命はいかに,こんなん似合うんやろ選手権!,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20171210_1384_0,gakinotsukai,Gaki no Tsukai,2017-12-10,0,1384,今週のガキは『冷蔵庫の食材でうまいもん作ったるわバトル！』メンバーがそれぞれ冷蔵庫を割り当てられ、そこに入っている食材を見てインスピレーションで美味しいと思う料理を調理して振る舞う。冷蔵庫の中身は牛、豚、鶏、魚、海鮮系とジャンルも様々で、初めて扱う食材も多数。方正の右往左往した味付けや遠藤のありえない勘違い、浜田の謎のテクニックなど普段料理をしないメンバーは大苦戦！その完成品の出来栄えやいかに！？,冷蔵庫の食材でうまいもん作ったるわバトル〜!!,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20171217_1385_0,gakinotsukai,Gaki no Tsukai,2017-12-17,0,1385,今週のガキの使いは２０１７年のおもしろＶＴＲをベスト１０形式で振り返る！スタジオの総合司会は２０年連続で元ダウンタウンマネージャーの藤原寛が務め、恒例のオープニングアクトでは今年大ブレイクしたあの芸人を相方とともに完璧に決める！？そしてＶＴＲはもう一度見たい爆笑企画の笑い所のみを抽出してお届け！歌あり絶叫あり隠し撮りありとバカバカしすぎる企画の数々にメンバーも改めて爆笑！栄えある１位に輝くのは！？,2017年おもしろVTRベスト10!,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20171224_1386_0,gakinotsukai,Gaki no Tsukai,2017-12-24,0,1386,今週のガキの使いは放送まであと７日！年末ＳＰ『笑ってはいけないアメリカンポリス』今週はその見所の一部を先日のメンバー記者会見とともに大公開！毎年その過酷さに愚痴をこぼし続け今年で１２回目。今回も堪えきれない笑いの仕掛けが５人に襲いかかる！もはや恒例となった方正のおもしろ扮装での地獄のケツ叩きタイム、大物刺客、メンバーのいざこざなどを過去の名場面と比較しながらちょい見せ！大晦日前に笑いすぎご注意！,笑ってはいけないアメリカンポリス爆笑記者会見SP!,,,,,,,,,,,,,,,,,,,
gakinotsukai_20171229_SP_0,gakinotsukai,Gaki no Tsukai,2017-12-29,0,SP,,大晦日SP直前!!絶対に笑ってはいけないアメリカンポリス24時徹底解剖!!,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
gakinotsukai_20171231_SP_0,gakinotsukai,Gaki no Tsukai,2017-12-31,0,SP,今年のテーマは「アメリカンポリス」！新人ポリスに扮する５人に笑いの刺客たちが次々に襲い掛かる！あのお騒がせ不倫俳優がまさかの扮装！？あの人気芸人がバスネタで！？ダウンタウンにもあの「魔の手」が忍び寄る…方正、恒例のお色直しで絶叫！今年もあります「絶対に驚いてはいけない」仕掛けがさらにパワーアップ！さらに人気芸人たちが体を張って根性を見せる！「鬼ごっこ」にあの個性派俳優が登場！笑いっぱなしの６時間！,笑ってはいけないアメリカンポリス24時 直前カウントダウンSP!,"{""opening_jp"":""なし""}",,,,,,,,,,,,,,,,,,
