cct_id,show_id,show,show_ja,date,episode,segment,name_ja,name_en,description_ja,metadata,cct_permalink,cct_url,subbed,cct_link,cct_index
gakinotsukai_20171015_1377_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2017-10-15,1377,0,地元の人に聞くおすすめベスト5（後編）,2nd Ask the Best 5 in a Strange Town Part 2 第2回 行った事ない街でベスト5聞きましょ～¡¡ 後編,今週のガキ使は『行ったことない街でベスト５聞きましょう完結編！』先週から千葉県の房総半島にある岩井駅という縁もゆかりもない土地に降り立ち、地元民おすすめスポットベスト５を決めるべく聞きこみを続ける一同。序盤のまさかの炎天下登山で疲労困憊の中、次の場所ではそこそこの年のメンバーが今までに聞いたこともなかったグルメが登場！さらに絶品スイーツも堪能し日も暮れ始める中、ラストで目にしたのは超感動の〇〇！？,,1377-1-ja,https://chikichiki.tube/gakinotsukai/video/1377-1-ja,,"<a href=""https://chikichiki.tube/gakinotsukai/video/1377-1-ja"">VTR</a>",gakinotsukai-1377-1
gakinotsukai_20171029_1378_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2017-10-29,1378,0,乳首吸い王グランプリ!!（前編）,Nipple Sucking Competition Part 1 乳首吸い王グランプリ 前編,今週のガキ使は『乳首吸い王ＧＰ！』これまで怒り王、お腹痛い王、びっくり顔王など、何も知らない相手に気づかれずありえないことを自然にできるかを競ってきた『◯◯王企画』今回は、何も知らない相手の乳首を吸うという前代未聞かつ過去最高難度のテーマに挑む！乳首を吸うというありえなさに相手がうろたえる中、あれやこれやと乳首を吸う方に持っていくもハプニングが続出！警戒心を解いて見事な吸いっぷりを披露できるのか?,,1378-1-ja,https://chikichiki.tube/gakinotsukai/video/1378-1-ja,,"<a href=""https://chikichiki.tube/gakinotsukai/video/1378-1-ja"">VTR</a>",gakinotsukai-1378-1
gakinotsukai_20171105_1379_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2017-11-05,1379,0,乳首吸い王グランプリ!!（後編）,Nipple Sucking Competition Part 2 & Downtowns Talk 乳首吸い王グランプリ 後編 & ダウンタウン 2ショット トーク,今週のガキ使は『乳首吸い王ＧＰ完結編！』先週から密室で行われてきた男どうしによる乳首吸い。遠藤、田中、ミキの昂生とチャレンジして、なんとか見るに耐えるものを披露してきた。そして今週は月亭方正があの大ベテラン芸人の乳首吸いに挑む！年上の大先輩の芸人の乳首をどのようにして吸うのか！？また、グランプリは一体誰の手に？そして後半はダウンタウンの２Ｓトーク！観客も思わず引いた！？松本がイラッとしたこととは？,,1379-1-ja,https://chikichiki.tube/gakinotsukai/video/1379-1-ja,,"<a href=""https://chikichiki.tube/gakinotsukai/video/1379-1-ja"">VTR</a>",gakinotsukai-1379-1
gakinotsukai_20171112_1380_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2017-11-12,1380,0,1年半ぶりの復活!夜の口パクヒットスタジオ（前編）,4th Lip-sync Song Show Part 1 夜の口ぱくヒットスタジオ 前編,今週のガキ使は「１年半ぶりの復活！夜の口パクヒットスタジオ！」日本の歌謡界を彩ってきた名曲の数々を豪華ゲスト陣とともにそのアーティストになりきって口パクでお届け！松本がまさかのあの歌手のあの名曲を？浜田もあの往年の名曲で渾身のマイクパフォーマンス！さらに、超意外なゲスト陣にも大注目…イケメン俳優から、若手人気芸人、外国人タレントまでもがガチ口パク…果たしてグランプリの栄冠に輝くのは一体誰なのか！？,,1380-1-ja,https://chikichiki.tube/gakinotsukai/video/1380-1-ja,,"<a href=""https://chikichiki.tube/gakinotsukai/video/1380-1-ja"">VTR</a>",gakinotsukai-1380-1
gakinotsukai_20171119_1381_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2017-11-19,1381,0,1年半ぶりの復活!夜の口パクヒットスタジオ（後編）,4th Lip-sync Song Show Part 2 夜の口ぱくヒットスタジオ 後編,今週のガキ使は『夜の口パクヒットスタジオ完結編！』まだまだ登場する超豪華口パクシンガー！あの伝説の歌姫がなぜかギャグ披露！？キャラ崩壊のレジェンド女性アーティストに国籍すら違う元祖外国人タレントなどオリジナリティ溢れすぎている口パクシンガーが勢揃い！元若者のカリスマに至ってはそのひどすぎる口パククオリティにスタジオ大爆笑！最後には誰かが禁断の生歌を披露！？ここでしか見られない伝説の宴を見逃すな！！,,1381-1-ja,https://chikichiki.tube/gakinotsukai/video/1381-1-ja,,"<a href=""https://chikichiki.tube/gakinotsukai/video/1381-1-ja"">VTR</a>",gakinotsukai-1381-1
gakinotsukai_20171126_1382_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2017-11-26,1382,0,ガキ使メンバーの5Sトーク!,No Laughing Batsu #2017 - American Police Batsu Retrospective,今週のガキ使は『５Ｓトーク！』メンバーが勢揃いして、先日終えたばかりの笑ってはいけないロケについて語る！今年もその過酷さに不満や愚痴が止まらない！松本がロケ当日の朝に出かける前の心境と、罰のジャッジについての怒りをぶちまける！さらには、過去シリーズからいろいろなデータを大発表！全員がお尻を叩かれた総数がとんでもない数字に！？そして、あのタイキックの誕生秘話とは？過去の映像も交えて初めて明かされる！,,1382-1-en,https://chikichiki.tube/gakinotsukai/video/1382-1-en,True,"<a href=""https://chikichiki.tube/gakinotsukai/video/1382-1-en"">VTR</a>",gakinotsukai-1382-1
gakinotsukai_20171203_1383_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2017-12-03,1383,0,こんなん似合うんやろ選手権!,I Think This Item Will Suit You #4,今週のガキは『どうせこんなん似合うんやろ選手権ぺえ編！』原宿のカリスマ店員で超おしゃれ上級者として１０代から熱狂的支持を集めるぺえ。そんな彼に似合うと思うトップスとワンポイントアイテムをメンバーが実際に街に出てお買い物！松本はカラフルさを重視？浜田はあえての…今回も各々のアイテムに対して揚げ足の取り合い！そして意外なアイテムでぺえの新しい魅力を発掘！？この企画で自腹を切りまくりの田中の運命はいかに,,1383-1-en,https://chikichiki.tube/gakinotsukai/video/1383-1-en,True,"<a href=""https://chikichiki.tube/gakinotsukai/video/1383-1-en"">VTR</a>",gakinotsukai-1383-1
gakinotsukai_20171210_1384_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2017-12-10,1384,0,冷蔵庫の食材でうまいもん作ったるわバトル〜!!,Refrigerator Ingredients Battle,今週のガキは『冷蔵庫の食材でうまいもん作ったるわバトル！』メンバーがそれぞれ冷蔵庫を割り当てられ、そこに入っている食材を見てインスピレーションで美味しいと思う料理を調理して振る舞う。冷蔵庫の中身は牛、豚、鶏、魚、海鮮系とジャンルも様々で、初めて扱う食材も多数。方正の右往左往した味付けや遠藤のありえない勘違い、浜田の謎のテクニックなど普段料理をしないメンバーは大苦戦！その完成品の出来栄えやいかに！？,,1384-1-en,https://chikichiki.tube/gakinotsukai/video/1384-1-en,True,"<a href=""https://chikichiki.tube/gakinotsukai/video/1384-1-en"">VTR</a>",gakinotsukai-1384-1
gakinotsukai_20171217_1385_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2017-12-17,1385,0,2017年おもしろVTRベスト10!,Top 10 Moments of 2017 2017年 ガキの使い おもしろVTR ベスト10,今週のガキの使いは２０１７年のおもしろＶＴＲをベスト１０形式で振り返る！スタジオの総合司会は２０年連続で元ダウンタウンマネージャーの藤原寛が務め、恒例のオープニングアクトでは今年大ブレイクしたあの芸人を相方とともに完璧に決める！？そしてＶＴＲはもう一度見たい爆笑企画の笑い所のみを抽出してお届け！歌あり絶叫あり隠し撮りありとバカバカしすぎる企画の数々にメンバーも改めて爆笑！栄えある１位に輝くのは！？,,1385-1-ja,https://chikichiki.tube/gakinotsukai/video/1385-1-ja,,"<a href=""https://chikichiki.tube/gakinotsukai/video/1385-1-ja"">VTR</a>",gakinotsukai-1385-1
gakinotsukai_20171224_1386_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2017-12-24,1386,0,笑ってはいけないアメリカンポリス爆笑記者会見SP!,No-Laughing SP Review & Preview 絶対に笑ってはいけないアメリカンポリス24時 どこよりも早くお見せしちゃいますSP,今週のガキの使いは放送まであと７日！年末ＳＰ『笑ってはいけないアメリカンポリス』今週はその見所の一部を先日のメンバー記者会見とともに大公開！毎年その過酷さに愚痴をこぼし続け今年で１２回目。今回も堪えきれない笑いの仕掛けが５人に襲いかかる！もはや恒例となった方正のおもしろ扮装での地獄のケツ叩きタイム、大物刺客、メンバーのいざこざなどを過去の名場面と比較しながらちょい見せ！大晦日前に笑いすぎご注意！,,1386-1-ja,https://chikichiki.tube/gakinotsukai/video/1386-1-ja,,"<a href=""https://chikichiki.tube/gakinotsukai/video/1386-1-ja"">VTR</a>",gakinotsukai-1386-1
gakinotsukai_20171229_SP_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2017-12-29,SP,0,大晦日SP直前!!絶対に笑ってはいけないアメリカンポリス24時徹底解剖!!,,なし,,,,,,
gakinotsukai_20171231_SP_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2017-12-31,SP,0,笑ってはいけないアメリカンポリス,,なし,,,,,,
gakinotsukai_20180106_SP_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2018-01-06,SP,0,笑ってはいけないアメリカンポリス24時!完全版SP,,大晦日の「絶対に笑ってはいけないアメリカンポリス２４時」！泣く泣くカットした爆笑未公開シーンを一挙大公開！大晦日を見逃した人も楽しめるおさらいも！あの人が今年も見せた！完コピネタ＆番組に恨みを持つ刺客たちが復讐のためにバスに襲来＆大物俳優が署長に扮して大ダメージを与える！＆引き出しネタでまさかの超常現象＆田中のもう一人の再婚相手候補＆鬼ごっこであのアスリートが恐怖の罰を執行＆メンバーのしゃくれ対決,,,,,,
gakinotsukai_20180107_1387_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2018-01-07,1387,0,笑ってはいけないアメリカンポリス まだあった未公開映像SP!,No-Laughing American Police Batsu Game Extras Final 絶対に笑ってはいけないアメリカンポリス 秘蔵シーン完全公開SP,今週のガキは昨年大晦日の「絶対に笑ってはいけないアメリカンポリス」のまだあった未公開映像ＳＰ！６日の完全版にも入らなかったシーンを一挙公開！チーム対抗レクリエーション大会ではもう１つゲームがあった！それは「なりきり５０音ゲーム」ダウンタウンのまさかの回答…そして毎年恒例ジミー大西のVTRにも続きが…監禁されたジミーに恐怖の実験！その他研修部屋での５人の未公開トークも！「アメリカンポリス」ここに完結,,1387-1-ja,https://chikichiki.tube/gakinotsukai/video/1387-1-ja,,"<a href=""https://chikichiki.tube/gakinotsukai/video/1387-1-ja"">VTR</a>",gakinotsukai-1387-1
gakinotsukai_20180114_1388_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2018-01-14,1388,0,バイきんぐ小峠 七変化〜!!,Viking Kotoge Shichi-henge バイきんぐ小峠 七変化,今週のガキ使は大人気企画のついに登場！『バイきんぐ小峠七変化！』キングオブコント覇者で当代きってのコント師が七変化に挑む！小峠はなんと記念すべき５０人目の挑戦者！収録までの間、常にこのことが頭をよぎっていたというほどの緊張状態で臨む。相方西村も見守る中、演技力、小道具、リアクションなど様々な角度から笑いを取りにかかる！さらにハプニングも相まって会議室は爆笑の渦に！？果たして、最高金額獲得なるか！？,,1388-1-ja,https://chikichiki.tube/gakinotsukai/video/1388-1-ja,,"<a href=""https://chikichiki.tube/gakinotsukai/video/1388-1-ja"">VTR</a>",gakinotsukai-1388-1
gakinotsukai_20180121_1389_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2018-01-21,1389,0,ラスボス降臨! 小林幸子プロデュース! カルタ争奪戦〜!!,Kobayashi Sachiko KARUTA Competition ラスボス降臨¡ 小林幸子プロデュース¡ カルタ争奪戦～¡¡,今週のガキの使いは「ラスボス降臨！小林幸子プロデュースカルタ争奪戦！」毎回ゲストが絵札も読み札も全て自身で作成したものをメンバーが奪いあう人気企画。今回は芸能生活５３年のレジェンド歌手小林幸子が登場！その芸歴は伊達じゃない！演歌界の厳しすぎるルールや辛い体験談＆話題をさらったあの最先端の仕事、そして松本浜田の意外な暴露話まで！？そしてなぜか田中が追い込まれる謎の展開？ドタバタカルタを制するのは！？,,1389-1-ja,https://chikichiki.tube/gakinotsukai/video/1389-1-ja,,"<a href=""https://chikichiki.tube/gakinotsukai/video/1389-1-ja"">VTR</a>",gakinotsukai-1389-1
gakinotsukai_20180128_1390_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2018-01-28,1390,0,第29回 新春大新年会〜!!,New Years Party #29 Yama-1 Grand Prix #12 第29回 ガキの使いやあらへんで¡ 月亭方正プレゼンツ¡ 第12回 山-1グランプリ¡¡,今週のガキは『大新年会山—１グランプリ』毎年、番組の新年会の中で行われている、月亭方正の独断で最もおもろい芸人を決める大会。今年で１２回目を迎え、過去にはキンタロー。、スギちゃん、ピスタチオ等その年のブレイク芸人を輩出し、いつのまにか若手芸人にとっての登竜門的大会となった。今回も７００組以上の芸人をオーディションし、その狭き門をくぐり抜けた７組が渾身のネタを披露！今年、優勝を勝ち取る芸人は一体誰！？,,1390-1-ja,https://chikichiki.tube/gakinotsukai/video/1390-1-ja,,"<a href=""https://chikichiki.tube/gakinotsukai/video/1390-1-ja"">VTR</a>",gakinotsukai-1390-1
gakinotsukai_20180204_1391_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2018-02-04,1391,0,ダウンタウン2Sトーク,Downtowns Talk ダウンタウン 2ショット トーク,今週のガキの使いは超豪華！一本丸ごとダウンタウン２Ｓトーク！松本がオーストラリアの空港で体験した嘘みたいな事件とは！？衝撃すぎる結末に会場爆笑！ついにそのベールを脱ぐ！？松本式筋肉トレーニング！オリジナルのカウント法に、限界をむかえた時の突破法など、独創的すぎる手法の数々に浜田も困惑？憤慨！大雪の日に松本が遭遇したおっさんの謎のジャーナリズムとは？浜田の提示した解決法に松本テンションだだ下がり！？,,1391-1-ja,https://chikichiki.tube/gakinotsukai/video/1391-1-ja,,"<a href=""https://chikichiki.tube/gakinotsukai/video/1391-1-ja"">VTR</a>",gakinotsukai-1391-1
gakinotsukai_20180211_1392_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2018-02-11,1392,0,いきなり!ステーキ食べて10万円! 山手線周辺37店舗 完全制覇〜!! (前編),Food Marathon - Ikinari Steak Part 1,今週のガキ使は『いきなり！ステーキ食べ尽くして１０万円！』メンバーが都内人気チェーン店をはしごして、指定された店舗数分を食べきることができるかというチャレンジ企画。今回は手頃な値段で美味しいステーキが楽しめる店として現在人気沸騰中の「いきなり！ステーキ」でチャレンジ！店では２００グラムを５人で分けて完食して店舗を巡っていく。続々と出てくるヘビーなステーキにおっさんメンバー達の胃袋は耐えられるのか？,,1392-1-en,https://chikichiki.tube/gakinotsukai/video/1392-1-en,True,"<a href=""https://chikichiki.tube/gakinotsukai/video/1392-1-en"">VTR</a>",gakinotsukai-1392-1
gakinotsukai_20180218_1393_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2018-02-18,1393,0,いきなり!ステーキ食べて10万円! 山手線周辺37店舗 完全制覇〜!! (後編),Food Marathon - Ikinari Steak Part 2,今週のガキ使は『いきなりステーキ食べ尽くして１０万円！完結編』メンバーが都内人気チェーン店をはしごして、２００ｇずつ指定された３７店舗分を食べきることができるかというチャレンジ企画。序盤から順調に余裕の表情で肉を食らっていたメンバー。先週７店舗を制覇し今週も肉を食べ続ける！カギとなるのは食べるステーキを決めるくじ引きと付け合わせのチョイス！賞金か自腹か、果たしてメンバーの運命は？ステーキロケ完結！,,1393-1-en,https://chikichiki.tube/gakinotsukai/video/1393-1-en,True,"<a href=""https://chikichiki.tube/gakinotsukai/video/1393-1-en"">VTR</a>",gakinotsukai-1393-1
gakinotsukai_20180225_1394_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2018-02-25,1394,0,芸能界 完全引退 さようなら 月亭方正,Goodbye Yamasaki #2018,今週のガキの使いは「芸能界完全引退？さよなら月亭方正！」今年で５０歳！２回目の放送から「ガキの使い」に参加してきた月亭方正がまさかの芸能界完全引退を発表！？果たして彼に引退を決意させた理由は何なのか…さらにこれまでの月亭方正名場面も大公開！あのライバルとの因縁の対決や才能あふれる音楽プロデュースなど方正が残した偉大な軌跡は見応え十分！そして、番組の最後には誰も予想できなかった衝撃の展開が待っていた,,1394-1-en,https://chikichiki.tube/gakinotsukai/video/1394-1-en,True,"<a href=""https://chikichiki.tube/gakinotsukai/video/1394-1-en"">VTR</a>",gakinotsukai-1394-1
gakinotsukai_20180304_1395_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2018-03-04,1395,0,世界のテーブルゲームを遊びつくせ〜!!,Lets Play with Tabletop Games from Around the World #1,今週のガキの使いは『世界のテーブルゲームを遊び尽くせ！』世界各国に実際にあるテーブルゲームがスタジオに大集合！見たこともないゲームの数々に戸惑うメンバー一同。トークしながらこっそり上がるカードゲームやトイレの水がかかるゲーム、あだ名を付けて記憶するゲームなど、不思議な世界感や奥の深さに徐々に引き込まれる。負けて悔しがり出し抜いて、はしゃいでおっさんの宴は大盛り上がり！果たしてゲームに勝つのは誰だ？,,1395-1-en,https://chikichiki.tube/gakinotsukai/video/1395-1-en,True,"<a href=""https://chikichiki.tube/gakinotsukai/video/1395-1-en"">VTR</a>",gakinotsukai-1395-1
gakinotsukai_20180311_1396_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2018-03-11,1396,0,サイレント図書館 ゲスト：袴田吉彦（前編）,Silent Library #09 - Part 1,今週のガキの使いは『サイレント図書館！』カードを引いてドクロが出たら、その人に罰ゲームを執行！図書館が舞台のため、罰ゲームを受けた人も声をあげてはいけない！今回はゲストに袴田吉彦を迎えてシリーズ最大数のお仕置きを執行！“あれが強烈にデコにヒット”“恐怖の◯◯引っ張り！？”“思わず涙目でえづく激マズな◯◯”などなど、絶対に受けたくないお仕置きのオンパレード！こらえきれない笑いが図書館に響き渡る！！,,1396-1-en,https://chikichiki.tube/gakinotsukai/video/1396-1-en,True,"<a href=""https://chikichiki.tube/gakinotsukai/video/1396-1-en"">VTR</a>",gakinotsukai-1396-1
gakinotsukai_20180318_1397_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2018-03-18,1397,0,サイレント図書館 ゲスト：袴田吉彦（後編）,Silent Library #09 - Part 2,今週のガキの使いは『サイレント図書館完結編！』カードを引いてドクロが出たら、その人に罰ゲームを執行！図書館が舞台のため、罰を受けた人も声をあげてはいけない！ゲストに袴田吉彦を迎えここまで史上最大のきつさにメンバーもグッタリ。今回はさらに“激むせ◯◯”“超サイエンスな爆弾”“まさかの５個同時◯◯”などどうしても声を出してしまうバツが目白押し！最後は○○がエンドレス状態であの人がとんでもない事態に！？,,1397-1-en,https://chikichiki.tube/gakinotsukai/video/1397-1-en,True,"<a href=""https://chikichiki.tube/gakinotsukai/video/1397-1-en"">VTR</a>",gakinotsukai-1397-1
gakinotsukai_20180325_SP_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2018-03-25,SP,0,ガキの使い特別版!大喜利大合戦スペシャル!,,８年ぶりに名物企画・大喜利大合戦が復活！通常の大喜利とは異なり２チームに分かれオリジナルゲームで対決しひたすらおもしろいことをやり続けるガキ使人気企画。久々に復活した今夜はレギュラーメンバーに加え宮迫＆蛍原、フジモン＆原西、ガンバレルーヤよしこ＆バービー、ジローラモ＆ジミー大西が参戦！期待度大のこの精鋭達がヘッドホン伝言ゲーム、シャンシャン大はしゃぎ、顔面テープバレー、ビリビリ大縄で大盛り上がり！,,,,,,
gakinotsukai_20180325_1398_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2018-03-25,1398,0,カットするにはもったいない!大喜利合戦未公開SP,Oogiri Daigassen - Extra Scenes 大喜利大合戦スペシャル 未公開シーン公開SP,今週のガキの使いは「カットするには惜しすぎる！大喜利合戦未公開ＳＰ」実はもう一戦あった大荒れヘッドホン伝言ゲーム。ジミーがあのいじりにマジギレ！＆ジローラモの謎伝言で会場大爆笑！そしてもう１つ行われていたちょっとセクシーなゲーム！？女子メンバーが目隠し状態で相手チームに紛れた自分のチームメイトを触って当てるのだが、ソフトタッチで男子メンバーが全員悶絶！？まだまだ終わらない爆笑大喜利をお楽しみ下さい！,,1398-1-ja,https://chikichiki.tube/gakinotsukai/video/1398-1-ja,,"<a href=""https://chikichiki.tube/gakinotsukai/video/1398-1-ja"">VTR</a>",gakinotsukai-1398-1
gakinotsukai_20180401_1399_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2018-04-01,1399,0,有名人に会うまでブラりし続けましょう・傑作選!,Walking Around Best Of & Talk 有名人に会うまでブラリし続けましょう 奇跡の遭遇シーン大公開 ダウンタウン 2ショット トーク,今週のガキの使いは『有名人に会うまでぶらりしましょう傑作選！』有名人が歩いていそうな街を出会えるまでひたすら歩き続けるという行き当たりばったり感のみで進行する名物企画。今夜は過去８回に渡って行われた中から様々な作戦で臨んだ大捜索の模様やプライベート感満載の出会いの瞬間を凝縮してお届け！そして後半には２Ｓトーク！松本が話題の新型ａｉｂｏとご対面！様々な賢い新機能に驚き＆○○っぽい動きに思わず笑い！？,,1399-1-ja,https://chikichiki.tube/gakinotsukai/video/1399-1-ja,,"<a href=""https://chikichiki.tube/gakinotsukai/video/1399-1-ja"">VTR</a>",gakinotsukai-1399-1
gakinotsukai_20180408_1400_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2018-04-08,1400,0,放送1400回記念企画　1000円おネエで逢いましょう〜!!,1000 Yen Transvestite Meetup,今週のガキの使いは『１０００円オネエで逢いましょう！』予算１０００円という条件のもと、１００円ショップでキレイになれそうな道具を買い揃えて大変身！バイきんぐ小峠・西村とヘイポーも参加して、限られた予算で思い描く女装ができるか知恵を絞る。それぞれが様々なタイプになりきったあとは、某喫茶店での大集会へ！激しい口調でののしり合い、事態は収集のつかない展開に！？そしてラストにはまさかの展開が待っていた！？,,1400-1-en,https://chikichiki.tube/gakinotsukai/video/1400-1-en,True,"<a href=""https://chikichiki.tube/gakinotsukai/video/1400-1-en"">VTR</a>",gakinotsukai-1400-1
gakinotsukai_20180415_1401_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2018-04-15,1401,0,ダウンタウン2Sトーク,wntown Two Man Talk ダウンタウン 2ショット トーク,今週のガキの使いは『ダウンタウン２Ｓトーク！』松本が最近遭遇したタクシー運転手の仰天の行動とは！？さらに、松本と浜田が若い頃にタクシー運転手との間で起こった、今だから話せるレベルの事件を語る！＆浜田にオッサン化注意報！松本が提唱するオッサン化が顕著に表れる部位とは？そして新展開！浜田のＣＭキャラ大作戦！某有名企業に浜田のあのキャラでオファー！その返答とはいったい？ここでしか見られない珠玉のトーク！,,1401-1-ja,https://chikichiki.tube/gakinotsukai/video/1401-1-ja,,"<a href=""https://chikichiki.tube/gakinotsukai/video/1401-1-ja"">VTR</a>",gakinotsukai-1401-1
gakinotsukai_20180422_1402_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2018-04-22,1402,0,第3回 行ったことない街でベスト3聞きましょう〜!!（前編）,Ask the Best in a Strange Town #3 - Part 1,今週のガキの使いは『行ったことない街でベスト３聞きましょう！』５人が縁もゆかりもない土地で地元の人におすすめスポットを聞いて、実際にそこへ行きその土地のベスト３を決める企画。関東圏の駅からくじ引きで選ばれた今回も観光地としてはほぼ名前が上がらない場所。もちろん予備知識は０！そんな中行き着いたのは地元民が愛する絶品ボリューム飯＆呼べば出てくる？謎の神様等。そして山奥で方正に予期せぬまさかの事態が！？,,1402-1-en,https://chikichiki.tube/gakinotsukai/video/1402-1-en,True,"<a href=""https://chikichiki.tube/gakinotsukai/video/1402-1-en"">VTR</a>",gakinotsukai-1402-1
gakinotsukai_20180429_1403_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2018-04-29,1403,0,第3回 行ったことない街でベスト3聞きましょう〜!!（後編）,Top 3 Spots of a Town Part 2 & Downtowns Talk,今週のガキ使は『行ったことない街でベスト３聞きましょう完結編！』先週から神奈川県にある岩原駅という縁もゆかりもない土地に降り立ち、地元民おすすめスポットベスト３を決めるべく聞きこみを続ける一同。方正のまさかの滝行や地元の神様との出会いを経て今週は１位を聞き込み！幻の桜？スタッフに大アクシデント？車内での懐メロ大歌合戦？そして辿り着いた１位のスポットでまたもあの人に受難！？ガキの使い珍道中堂々完結！,,1403-1-ja,https://chikichiki.tube/gakinotsukai/video/1403-1-ja,,"<a href=""https://chikichiki.tube/gakinotsukai/video/1403-1-ja"">VTR</a>",gakinotsukai-1403-1
gakinotsukai_20180506_1404_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2018-05-06,1404,0,全乗っかり 即興! 嘘つき旅館,Liars Inn #5,今週のガキ使は『全乗っかり！即興ウソつき旅館！』ルールは、名前の書かれたカードを引いて名前が出た人は他の人に『～なんですよね？』とその場で考えたお題を振る。振られた側はそれがどんな振りであっても乗っかってウソ話を進めなければならない。あの伝説の乗り物を持っている？〇〇が５つもある？驚愕の給料の裏事情とは？酔うとすごい能力を使える？など、とんでもないウソ振りにそれぞれの想像力あふれるウソ話が続々登場,,1404-1-en,https://chikichiki.tube/gakinotsukai/video/1404-1-en,True,"<a href=""https://chikichiki.tube/gakinotsukai/video/1404-1-en"">VTR</a>",gakinotsukai-1404-1
gakinotsukai_20180513_1405_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2018-05-13,1405,0,クソ寒い即興新喜劇をやってみよう〜!!,Improvisational Shinkigeki,今週のガキ使は『クソ寒い新喜劇をやってみよう！』本来は練りに練られた台本と若手やベテラン芸人が何度も稽古して笑いを作り上げる吉本新喜劇。今回はそれをあえて台本なしで稽古も全くせず、新喜劇でありそうな配役だけを決めて全部即興で進行させたらどうなるのか？という無謀とも思える超・超実験的企画を敢行！ダウンタウンよりちょっと先輩のあの元祖おバカ芸人も参加で、引っ掻き回しスルーしまくりで一同もコケまくり！？,,1405-1-en,https://chikichiki.tube/gakinotsukai/video/1405-1-en,True,"<a href=""https://chikichiki.tube/gakinotsukai/video/1405-1-en"">VTR</a>",gakinotsukai-1405-1
gakinotsukai_20180520_1406_0,gakinotsukai,GAKI NO TSUKAI,ダウンタウンのガキの使いやあらへんで!!,2018-05-20,1406,0,賞金10万円争奪!春爛漫!バトミントン大会〜!!（未来人くっきーがやってきた!）, Cookie from the Future Future Kukki 未来人 くっきー が やって来た¡¿,今週のガキ使は『未来人くっきーがやってきた！』未来からやってきたというくっきーが突如ロケに乱入！未来のことを色々と教えてくれるというが、現代人とは全く違う異様な出で立ちでまくし立てる姿に動揺を隠せない一同。ガキの使いの未来も教えてくれたが、予想もしないリニューアルっぷりに一同思わず爆笑。さらに現代とは全く違う未来のお墓参りや未来の節分も教えてくれるという。大暴れの後ラストに意外すぎる人物も登場！？,,1406-1-ja,https://chikichiki.tube/gakinotsukai/video/1406-1-ja,,"<a href=""https://chikichiki.tube/gakinotsukai/video/1406-1-ja"">VTR</a>",gakinotsukai-1406-1
